[APW19980903_1073.htm]
***************** Gold Standard: ***********************
	FN => Association of Art Museum Directors:[1030,35]; score:1.000000
	FN => Farsi:[954,5]; score:1.000000
 => the Hague:[127,9]; score:1.000000
 => U.S.:[27,4]; score:1.000000
 => Communist:[1248,9]; score:1.000000
 => the Netherlands:[521,15]; score:1.000000
 => ICJ:[511,3]; score:1.000000
 => Iran:[65,4]; score:1.000000

************************ System Result: ***************************
	FP => Prague:[742,6]; score:1.000000
	FP => countries:[1162,9]; score:1.000000
	FP => Monday:[231,6]; score:1.000000
	FP => service:[971,7]; score:1.000000
	FP => protest:[77,7]; score:1.000000
	FP => Iran:[555,4]; score:1.000000
	FP => Iraq:[940,4]; score:1.000000
	FP => Kamal:[270,5]; score:1.000000
	FP => U.S.:[173,4]; score:1.000000
	FP => radio:[654,5]; score:1.000000
	FP => cooperation:[725,11]; score:1.000000
	FP => quoted:[245,6]; score:1.000000
 => Iraq:[819,4]; score:1.000000
 => Soviet:[1142,6]; score:1.000000
	FP => assistance:[636,10]; score:1.000000
	FP => protest:[602,7]; score:1.000000
 => Cold War:[1211,8]; score:1.000000
	FP => economic:[702,8]; score:1.000000
	FP => collapse of communism:[1326,21]; score:1.000000
	FP => complaints:[389,10]; score:1.000000
	FP => radio:[34,5]; score:1.000000
 => Iran:[65,4]; score:1.000000
	FP => August:[1030,6]; score:1.000000
	FP => minute:[907,6]; score:1.000000
	FP => station:[877,7]; score:1.000000
	FP => internal affairs:[342,16]; score:1.000000
	FP => radio:[301,5]; score:1.000000
	FP => Iran:[335,4]; score:1.000000
	FP => Prague:[1297,6]; score:1.000000
	FP => level:[689,5]; score:1.000000
	FP => West:[1234,4]; score:1.000000
	FP => Iran:[211,4]; score:1.000000
	FP => global:[149,6]; score:1.000000
	FP => broadcasts:[795,10]; score:1.000000
	FP => Iran:[982,4]; score:1.000000
	FP => Iran:[479,4]; score:1.000000
 => ICJ:[511,3]; score:1.000000
	FP => reduce:[678,6]; score:1.000000
	FP => station:[776,7]; score:1.000000
	FP => political:[715,9]; score:1.000000
 => Netherlands:[525,11]; score:1.000000
	FP => years:[1352,5]; score:1.000000
	FP => organizations:[465,13]; score:1.000000
	FP => trial:[842,5]; score:1.000000
	FP => East:[1259,4]; score:1.000000
	FP => news:[1133,4]; score:1.000000
	FP => program:[914,7]; score:1.000000
	FP => funded:[178,6]; score:1.000000
	FP => Foreign Minister:[252,16]; score:1.000000
	FP => American:[757,8]; score:1.000000
	FP => ambassador:[573,10]; score:1.000000
	FP => headquarters:[1281,12]; score:1.000000
	FP => Friday:[829,6]; score:1.000000
 => Communist:[1248,9]; score:1.000000
	FP => day:[924,3]; score:1.000000
	FP => International Court of Justice:[92,30]; score:1.000000
	FP => Iran:[3,4]; score:1.000000
	FP => complain:[11,8]; score:1.000000
 => Prague:[590,6]; score:1.000000
	FP => period:[848,6]; score:1.000000
 => Munich, Germany:[1084,15]; score:1.000000
	FP => broadcast:[890,9]; score:1.000000
	FP => English-language:[419,16]; score:1.000000
 => Iron Curtain:[1184,12]; score:1.000000
	FP => sponsored:[766,9]; score:1.000000
 => U.S.:[27,4]; score:1.000000
	FP => transmitting:[1065,12]; score:1.000000
 => Hague:[131,5]; score:1.000000
	FP => Iran:[931,4]; score:1.000000
P/R/F:0.17391305/0.7058824/0.27906975; tpCount:12.0; fpCount:57.0; fnCount:5.0
[APW19980615_0417.htm]
***************** Gold Standard: ***********************
	FN => The Mail on Sunday:[339,18]; score:1.000000
	FN => drug:[278,4]; score:1.000000
 => Cannes Film Festival:[311,20]; score:1.000000
	FN => retraction:[782,10]; score:1.000000
	FN => French police:[545,13]; score:1.000000
 => damages:[44,7]; score:1.000000
 => Nice Airport:[515,12]; score:1.000000
 => Brooke Shields:[85,14]; score:1.000000
	FN => substance abuse:[1084,15]; score:1.000000
 => libel:[35,5]; score:1.000000
 => Associated Newspapers Ltd:[615,25]; score:1.000000

************************ System Result: ***************************
	FP => publisher:[649,9]; score:1.000000
	FP => apology:[1481,7]; score:1.000000
 => Cannes Film Festival:[311,20]; score:1.000000
	FP => Monday:[105,6]; score:1.000000
	FP => actress:[587,7]; score:1.000000
	FP => substance abuse programs:[1084,24]; score:1.000000
	FP => Actress:[76,7]; score:1.000000
	FP => police:[237,6]; score:1.000000
	FP => time:[1067,4]; score:1.000000
	FP => Shields:[462,7]; score:1.000000
	FP => libel:[141,5]; score:1.000000
	FP => left:[301,4]; score:1.000000
	FP => staunch:[977,7]; score:1.000000
	FP => May 24:[369,6]; score:1.000000
	FP => flight:[500,6]; score:1.000000
	FP => attorney:[1334,8]; score:1.000000
	FP => attorney:[1209,8]; score:1.000000
	FP => article:[1249,7]; score:1.000000
	FP => connection:[261,10]; score:1.000000
	FP => Brooke Shields:[11,14]; score:1.000000
 => libel:[35,5]; score:1.000000
	FP => damages:[1511,7]; score:1.000000
	FP => court:[1446,5]; score:1.000000
	FP => Mail:[709,4]; score:1.000000
	FP => Shields:[875,7]; score:1.000000
	FP => newspaper article:[183,17]; score:1.000000
	FP => paper:[686,5]; score:1.000000
	FP => Mail on Sunday:[666,14]; score:1.000000
	FP => Claire:[1177,6]; score:1.000000
	FP => written:[1402,7]; score:1.000000
	FP => May 31:[798,6]; score:1.000000
	FP => apology:[769,7]; score:1.000000
	FP => public:[161,6]; score:1.000000
	FP => Jonathan:[1379,8]; score:1.000000
	FP => defendants:[933,10]; score:1.000000
	FP => Actress:[3,7]; score:1.000000
	FP => story:[833,5]; score:1.000000
	FP => actress:[1414,7]; score:1.000000
	FP => false:[68,5]; score:1.000000
	FP => newspaper:[1226,9]; score:1.000000
	FP => family:[1320,6]; score:1.000000
	FP => defendants:[1197,10]; score:1.000000
	FP => Monday:[1452,6]; score:1.000000
	FP => accepted:[112,8]; score:1.000000
	FP => damages:[147,7]; score:1.000000
	FP => airport:[916,7]; score:1.000000
	FP => false:[851,5]; score:1.000000
 => Associated Newspapers Ltd:[615,25]; score:1.000000
	FP => editor:[694,6]; score:1.000000
	FP => front:[1238,5]; score:1.000000
 => Nice Airport:[515,12]; score:1.000000
	FP => Shields:[1184,7]; score:1.000000
	FP => anti-drug:[999,9]; score:1.000000
	FP => apology:[168,7]; score:1.000000
	FP => published:[746,9]; score:1.000000
 => damages:[44,7]; score:1.000000
 => Brooke Shields:[85,14]; score:1.000000
	FP => Mail on Sunday:[343,14]; score:1.000000
	FP => filed suit:[595,10]; score:1.000000
	FP => money:[1134,5]; score:1.000000
	FP => Mail on Sunday:[731,14]; score:1.000000
	FP => anti-drug:[1144,9]; score:1.000000
	FP => apology:[55,7]; score:1.000000
	FP => front:[758,5]; score:1.000000
	FP => amount:[1497,6]; score:1.000000
	FP => editor:[1371,6]; score:1.000000
	FP => exclusive:[383,9]; score:1.000000
	FP => hours:[252,5]; score:1.000000
	FP => abuse:[1154,5]; score:1.000000
	FP => Shields:[964,7]; score:1.000000
	FP => journalists:[714,11]; score:1.000000
P/R/F:0.08450704/0.54545456/0.14634146; tpCount:6.0; fpCount:65.0; fnCount:5.0
[APW19980610_0111.htm]
***************** Gold Standard: ***********************
	FN => Gennady Konyakhin:[1266,17]; score:1.000000
 => coal:[741,4]; score:1.000000
 => Siberia:[394,7]; score:1.000000
	FN => Boris Berezovsky:[596,16]; score:1.000000
 => mayor:[1193,5]; score:1.000000
 => coal-mining:[783,11]; score:1.000000
	FN => Kemerovo:[364,8]; score:1.000000
	FN => Russian:[44,7]; score:1.000000
 => contract murder:[948,15]; score:1.000000
 => oil products:[721,12]; score:1.000000
 => mogul:[587,5]; score:1.000000
 => trial:[1355,5]; score:1.000000
 => embezzlement:[1235,12]; score:1.000000
	FN => mob:[1324,3]; score:1.000000
	FN => Sibneft:[241,7]; score:1.000000
 => organized crime:[159,15]; score:1.000000
	FN => Leninsk-Kuznetsky:[1123,17]; score:1.000000
 => Russia:[506,6]; score:1.000000
	FN => mobsters:[992,8]; score:1.000000
 => tax fraud:[1218,9]; score:1.000000

************************ System Result: ***************************
	FP => reports:[204,7]; score:1.000000
	FP => launched:[816,8]; score:1.000000
	FP => producers:[529,9]; score:1.000000
	FP => arrested:[1205,8]; score:1.000000
 => oil:[721,3]; score:1.000000
	FP => company:[469,7]; score:1.000000
	FP => news agencies:[413,13]; score:1.000000
 => Russia:[506,6]; score:1.000000
	FP => ren:[1370,3]; score:1.000000
	FP => Russia:[768,6]; score:1.000000
	FP => nationwide:[1156,10]; score:1.000000
	FP => Kemerovo region:[364,15]; score:1.000000
	FP => businesses:[1035,10]; score:1.000000
	FP => news:[199,4]; score:1.000000
	FP => Boris Berezovsky:[596,16]; score:1.000000
 => mayor:[1193,5]; score:1.000000
	FP => town:[330,4]; score:1.000000
	FP => controversial:[563,13]; score:1.000000
	FP => comment:[878,7]; score:1.000000
 => embezzlement:[1235,12]; score:1.000000
	FP => killed:[15,6]; score:1.000000
	FP => murder:[914,6]; score:1.000000
	FP => control:[1013,7]; score:1.000000
	FP => year:[983,4]; score:1.000000
	FP => Yuri:[216,4]; score:1.000000
	FP => Company:[251,7]; score:1.000000
	FP => work:[91,4]; score:1.000000
	FP => walked:[286,6]; score:1.000000
	FP => Businessman:[3,11]; score:1.000000
 => tax fraud:[1218,9]; score:1.000000
	FP => central:[385,7]; score:1.000000
	FP => apartment building:[304,18]; score:1.000000
 => coal:[741,4]; score:1.000000
 => Siberia:[394,7]; score:1.000000
	FP => Police:[809,6]; score:1.000000
 => coal-mining:[783,11]; score:1.000000
	FP => head:[232,4]; score:1.000000
	FP => Kemerovo:[749,8]; score:1.000000
	FP => quoted:[427,6]; score:1.000000
	FP => accused:[1292,7]; score:1.000000
 => trial:[1355,5]; score:1.000000
	FP => oil:[525,3]; score:1.000000
	FP => Russian:[405,7]; score:1.000000
 => organized crime:[159,15]; score:1.000000
	FP => Officials:[859,9]; score:1.000000
 => business mogul:[577,14]; score:1.000000
	FP => search:[827,6]; score:1.000000
	FP => regions:[797,7]; score:1.000000
	FP => Wednesday:[96,9]; score:1.000000
	FP => killed:[70,6]; score:1.000000
	FP => shot:[263,4]; score:1.000000
	FP => killer:[842,6]; score:1.000000
	FP => Russia:[970,6]; score:1.000000
	FP => Russian:[44,7]; score:1.000000
 => contract murder:[948,15]; score:1.000000
	FP => main:[777,4]; score:1.000000
	FP => Mayor:[1259,5]; score:1.000000
	FP => fight:[1003,5]; score:1.000000
	FP => killing:[177,7]; score:1.000000
	FP => businessman:[54,11]; score:1.000000
	FP => companies:[628,9]; score:1.000000
	FP => year:[1172,4]; score:1.000000
	FP => Siberian:[25,8]; score:1.000000
	FP => town:[34,4]; score:1.000000
	FP => city:[1187,4]; score:1.000000
P/R/F:0.18461539/0.6/0.28235295; tpCount:12.0; fpCount:53.0; fnCount:8.0
[APW19981026_0096.htm]
***************** Gold Standard: ***********************
 => South Africa:[12,12]; score:1.000000
 => apartheid:[74,9]; score:1.000000
 => Angola:[1479,6]; score:1.000000
 => bomb:[199,4]; score:1.000000
 => Truth and Reconciliation Commission:[422,35]; score:1.000000
 => human rights:[146,12]; score:1.000000
 => commissioners:[1244,13]; score:1.000000
 => torture:[184,7]; score:1.000000
	FN => broadcaster:[226,11]; score:1.000000
 => African National Congress:[114,25]; score:1.000000
	FN => South African Broadcasting Corp.:[669,32]; score:1.000000
 => land mines:[1416,10]; score:1.000000
	FN => white rule:[297,10]; score:1.000000

************************ System Result: ***************************
	FP => intention:[1033,9]; score:1.000000
	FP => spokesman:[906,9]; score:1.000000
	FP => center:[1389,6]; score:1.000000
	FP => meeting:[1230,7]; score:1.000000
	FP => release:[465,7]; score:1.000000
	FP => military:[1460,8]; score:1.000000
	FP => Monday:[245,6]; score:1.000000
	FP => era:[595,3]; score:1.000000
	FP => South African:[669,13]; score:1.000000
	FP => era:[86,3]; score:1.000000
	FP => news:[952,4]; score:1.000000
	FP => preliminary:[737,11]; score:1.000000
	FP => truth:[28,5]; score:1.000000
	FP => farms:[1439,5]; score:1.000000
	FP => Report:[3,6]; score:1.000000
	FP => panel:[34,5]; score:1.000000
	FP => accused:[101,7]; score:1.000000
	FP => governments:[617,11]; score:1.000000
 => land mines:[1416,10]; score:1.000000
 => bomb:[199,4]; score:1.000000
	FP => white:[297,5]; score:1.000000
	FP => advance:[1004,7]; score:1.000000
	FP => gross:[1067,5]; score:1.000000
	FP => bombings:[1491,8]; score:1.000000
	FP => place:[562,5]; score:1.000000
	FP => border:[1432,6]; score:1.000000
	FP => party:[1338,5]; score:1.000000
	FP => report:[539,6]; score:1.000000
	FP => gross:[826,5]; score:1.000000
	FP => panel:[59,5]; score:1.000000
 => human rights violations:[146,23]; score:1.000000
	FP => radio:[704,5]; score:1.000000
	FP => power:[324,5]; score:1.000000
	FP => blame:[581,5]; score:1.000000
	FP => abuses:[1446,6]; score:1.000000
 => apartheid:[74,9]; score:1.000000
	FP => ANC:[260,3]; score:1.000000
	FP => comment:[1161,7]; score:1.000000
 => Truth and Reconciliation Commission:[422,35]; score:1.000000
	FP => refused:[1290,7]; score:1.000000
	FP => ANC:[902,3]; score:1.000000
	FP => document:[749,8]; score:1.000000
	FP => politically:[786,11]; score:1.000000
	FP => ANC:[779,3]; score:1.000000
	FP => state broadcaster:[219,17]; score:1.000000
	FP => led:[271,3]; score:1.000000
 => commissioners:[1244,13]; score:1.000000
	FP => officials:[1114,9]; score:1.000000
	FP => planting:[1403,8]; score:1.000000
	FP => report:[1210,6]; score:1.000000
	FP => ANC:[1177,3]; score:1.000000
	FP => report:[957,6]; score:1.000000
 => African National Congress:[114,25]; score:1.000000
	FP => nervous:[1185,7]; score:1.000000
	FP => human rights violations:[1073,23]; score:1.000000
	FP => embarrassed:[1318,11]; score:1.000000
	FP => morally:[802,7]; score:1.000000
	FP => white:[611,5]; score:1.000000
 => South Africa:[12,12]; score:1.000000
 => Angola:[1479,6]; score:1.000000
	FP => ANC:[1060,3]; score:1.000000
	FP => Commission:[1103,10]; score:1.000000
	FP => Thursday:[525,8]; score:1.000000
	FP => commission:[978,10]; score:1.000000
	FP => human rights violations:[832,23]; score:1.000000
	FP => apartheid:[885,9]; score:1.000000
	FP => years:[499,5]; score:1.000000
	FP => investigation:[508,13]; score:1.000000
	FP => ANC:[51,3]; score:1.000000
 => torture:[184,7]; score:1.000000
	FP => abuses:[601,6]; score:1.000000
	FP => abuses:[90,6]; score:1.000000
	FP => month:[1273,5]; score:1.000000
	FP => after the fall:[867,14]; score:1.000000
	FP => letter:[989,6]; score:1.000000
	FP => expected:[550,8]; score:1.000000
	FP => panel:[1284,5]; score:1.000000
P/R/F:0.12987013/0.7692308/0.22222224; tpCount:10.0; fpCount:67.0; fnCount:3.0
[APW19980624_0436.htm]
***************** Gold Standard: ***********************
 => prisoners of war:[147,16]; score:1.000000
	FN => Iran:[60,4]; score:1.000000
 => detainees:[882,9]; score:1.000000
 => Iran-Iraq war:[1174,13]; score:1.000000
 => delegation:[291,10]; score:1.000000
	FN => Iraqi News Agency:[379,17]; score:1.000000
 => repatriation:[918,12]; score:1.000000
 => Baghdad:[226,7]; score:1.000000
 => Iraq:[48,4]; score:1.000000
 => International Committee of the Red Cross:[981,40]; score:1.000000
 => Tehran:[612,6]; score:1.000000

************************ System Result: ***************************
	FP => April:[773,5]; score:1.000000
	FP => POWs:[806,4]; score:1.000000
	FP => claims:[621,6]; score:1.000000
 => Iran-Iraq war:[1174,13]; score:1.000000
	FP => Iraq:[815,4]; score:1.000000
 => Iraq:[48,4]; score:1.000000
 => International Committee of the Red Cross:[981,40]; score:1.000000
	FP => senior:[244,6]; score:1.000000
	FP => Wednesday:[408,9]; score:1.000000
	FP => Iranian:[598,7]; score:1.000000
	FP => week:[565,4]; score:1.000000
	FP => Abdullah:[314,8]; score:1.000000
	FP => POWs:[954,4]; score:1.000000
	FP => Red Cross:[1056,9]; score:1.000000
	FP => Iran:[60,4]; score:1.000000
	FP => POW:[349,3]; score:1.000000
	FP => Iraqi:[800,5]; score:1.000000
 => Baghdad:[226,7]; score:1.000000
	FP => POWs:[832,4]; score:1.000000
	FP => Baghdad:[485,7]; score:1.000000
	FP => issue:[39,5]; score:1.000000
	FP => agreement:[174,9]; score:1.000000
	FP => head:[334,4]; score:1.000000
	FP => week:[208,4]; score:1.000000
	FP => deal:[81,4]; score:1.000000
	FP => freed:[820,5]; score:1.000000
	FP => Iraqi:[948,5]; score:1.000000
	FP => Iranian:[1144,7]; score:1.000000
	FP => Iran:[342,4]; score:1.000000
	FP => Iran:[1110,4]; score:1.000000
	FP => Iraq:[91,4]; score:1.000000
 => delegation:[291,10]; score:1.000000
	FP => POWs:[606,4]; score:1.000000
	FP => 1 million:[1219,9]; score:1.000000
	FP => left:[480,4]; score:1.000000
	FP => dispute:[133,7]; score:1.000000
	FP => comment:[519,7]; score:1.000000
	FP => agency:[430,6]; score:1.000000
	FP => official:[369,8]; score:1.000000
	FP => Iranian:[282,7]; score:1.000000
	FP => list:[761,4]; score:1.000000
	FP => a list:[575,6]; score:1.000000
	FP => held:[638,4]; score:1.000000
	FP => POWs:[1152,4]; score:1.000000
	FP => civil law:[871,9]; score:1.000000
	FP => Iraq:[3,4]; score:1.000000
	FP => POW:[35,3]; score:1.000000
	FP => Iranian:[936,7]; score:1.000000
	FP => Baghdad:[552,7]; score:1.000000
	FP => Iraq:[646,4]; score:1.000000
 => prisoners of war:[147,16]; score:1.000000
	FP => Iraq:[1160,4]; score:1.000000
	FP => aware:[1130,5]; score:1.000000
	FP => Iran:[9,4]; score:1.000000
	FP => Iraqis:[1100,6]; score:1.000000
	FP => people:[1229,6]; score:1.000000
	FP => Wednesday:[496,9]; score:1.000000
	FP => POWs:[1291,4]; score:1.000000
	FP => Iran:[780,4]; score:1.000000
	FP => visiting:[273,8]; score:1.000000
 => detainees:[882,9]; score:1.000000
	FP => sign:[14,4]; score:1.000000
 => repatriation:[918,12]; score:1.000000
	FP => Iraq:[655,4]; score:1.000000
	FP => classified:[857,10]; score:1.000000
	FP => long:[1300,4]; score:1.000000
	FP => swap:[1046,4]; score:1.000000
	FP => killed:[1241,6]; score:1.000000
	FP => long:[664,4]; score:1.000000
	FP => Iraqi:[251,5]; score:1.000000
	FP => Iraqi:[379,5]; score:1.000000
	FP => commission:[353,10]; score:1.000000
	FP => officials:[257,9]; score:1.000000
	FP => Iranian:[705,7]; score:1.000000
	FP => issue:[1282,5]; score:1.000000
	FP => details:[453,7]; score:1.000000
 => Tehran:[612,6]; score:1.000000
P/R/F:0.116883114/0.8181818/0.20454545; tpCount:9.0; fpCount:68.0; fnCount:2.0
[APW19980713_0449.htm]
***************** Gold Standard: ***********************
 => Wuerzburg:[1002,9]; score:1.000000
	FN => German railway:[15,14]; score:1.000000
	FN => planes:[104,6]; score:1.000000
 => United:[1073,6]; score:1.000000
	FN => main hub:[340,8]; score:1.000000
 => Cologne:[500,7]; score:1.000000
 => trains:[117,6]; score:1.000000
 => Lufthansa:[155,9]; score:1.000000
 => Deutsche Bahn:[641,13]; score:1.000000
 => Germany:[128,7]; score:1.000000
 => Frankfurt:[355,9]; score:1.000000
	FN => SAS:[1087,3]; score:1.000000
 => Bonn:[993,4]; score:1.000000
	FN => landing slots:[554,13]; score:1.000000

************************ System Result: ***************************
	FP => boss:[421,4]; score:1.000000
	FP => planes:[104,6]; score:1.000000
	FP => flight:[747,6]; score:1.000000
	FP => Saarbruecken:[822,12]; score:1.000000
 => trains:[117,6]; score:1.000000
	FP => Cologne:[983,7]; score:1.000000
	FP => Lufthansa:[411,9]; score:1.000000
 => Lufthansa:[155,9]; score:1.000000
	FP => train station:[1312,13]; score:1.000000
	FP => Lufthansa:[1053,9]; score:1.000000
	FP => flights:[603,7]; score:1.000000
	FP => working group:[1186,13]; score:1.000000
	FP => letter of intent:[200,16]; score:1.000000
	FP => problems:[1216,8]; score:1.000000
	FP => coordinate:[1411,10]; score:1.000000
	FP => service:[1122,7]; score:1.000000
	FP => Lufthansa:[1444,9]; score:1.000000
	FP => Passengers:[1032,10]; score:1.000000
	FP => German railway:[15,14]; score:1.000000
	FP => railway:[1384,7]; score:1.000000
	FP => check:[680,5]; score:1.000000
	FP => security:[1228,8]; score:1.000000
	FP => place:[813,5]; score:1.000000
	FP => domestic:[82,8]; score:1.000000
	FP => passengers:[663,10]; score:1.000000
	FP => Weber:[434,5]; score:1.000000
	FP => Deutsche Bahn:[1338,13]; score:1.000000
 => Cologne:[500,7]; score:1.000000
	FP => main:[340,4]; score:1.000000
	FP => hops:[470,4]; score:1.000000
	FP => airline:[1147,7]; score:1.000000
	FP => combined:[1504,8]; score:1.000000
	FP => drop:[860,4]; score:1.000000
	FP => train:[318,5]; score:1.000000
 => Germany:[128,7]; score:1.000000
	FP => pledge:[32,6]; score:1.000000
 => Bonn:[993,4]; score:1.000000
	FP => train station:[715,13]; score:1.000000
	FP => Lufthansa:[327,9]; score:1.000000
	FP => work:[227,4]; score:1.000000
	FP => international:[589,13]; score:1.000000
	FP => railway:[1159,7]; score:1.000000
	FP => pfg:[1539,3]; score:1.000000
	FP => closer:[39,6]; score:1.000000
	FP => shift:[71,5]; score:1.000000
	FP => German railway:[176,14]; score:1.000000
	FP => chief:[1352,5]; score:1.000000
	FP => airport:[1295,7]; score:1.000000
	FP => short:[464,5]; score:1.000000
	FP => in 2001:[402,7]; score:1.000000
 => United:[1073,6]; score:1.000000
	FP => travel:[308,6]; score:1.000000
	FP => service:[791,7]; score:1.000000
	FP => services:[248,8]; score:1.000000
	FP => service:[923,7]; score:1.000000
	FP => takeoff:[541,7]; score:1.000000
	FP => work:[1403,4]; score:1.000000
	FP => Lufthansa:[737,9]; score:1.000000
 => Frankfurt:[355,9]; score:1.000000
	FP => Frankfurt:[485,9]; score:1.000000
	FP => cities:[962,6]; score:1.000000
	FP => flag carrier:[140,12]; score:1.000000
 => Wuerzburg:[1002,9]; score:1.000000
	FP => cooperation:[46,11]; score:1.000000
	FP => train:[1513,5]; score:1.000000
	FP => flights:[1454,7]; score:1.000000
	FP => deal:[657,4]; score:1.000000
	FP => Lufthansa:[630,9]; score:1.000000
	FP => Nuremberg:[1018,9]; score:1.000000
	FP => Monday:[217,6]; score:1.000000
	FP => goal:[279,4]; score:1.000000
 => Deutsche Bahn:[641,13]; score:1.000000
	FP => travel:[91,6]; score:1.000000
	FP => catch:[764,5]; score:1.000000
	FP => form:[1179,4]; score:1.000000
	FP => Lufthansa:[3,9]; score:1.000000
	FP => Frankfurt:[773,9]; score:1.000000
	FP => SAS:[1087,3]; score:1.000000
	FP => Duesseldorf:[970,11]; score:1.000000
P/R/F:0.11392405/0.64285713/0.1935484; tpCount:9.0; fpCount:70.0; fnCount:5.0
[APW19980811_0512.htm]
***************** Gold Standard: ***********************
 => Niigata:[487,7]; score:1.000000
	FN => liver disorders:[1103,15]; score:1.000000
 => central nervous system:[215,22]; score:1.000000
	FN => sodium compound:[179,15]; score:1.000000
 => toxic:[170,5]; score:1.000000
	FN => Niigata City:[1169,12]; score:1.000000
 => nausea:[590,6]; score:1.000000
	FN => March 1995:[1202,10]; score:1.000000
 => Aum Shinri Kyo:[1272,14]; score:1.000000
 => cyanide:[721,7]; score:1.000000
	FN => police:[242,6]; score:1.000000
	FN => sodium azide:[890,12]; score:1.000000
 => numbness:[604,8]; score:1.000000
	FN => copycat:[827,7]; score:1.000000
 => Tokyo:[539,5]; score:1.000000
	FN => wood preservative:[455,17]; score:1.000000
 => nerve gas:[1216,9]; score:1.000000
 => curry:[701,5]; score:1.000000
 => arsenic:[736,7]; score:1.000000
 => air-bag:[962,7]; score:1.000000
 => tea:[33,3]; score:1.000000

************************ System Result: ***************************
	FP => liver disorders:[1103,15]; score:1.000000
	FP => miles:[518,5]; score:1.000000
	FP => killed:[746,6]; score:1.000000
	FP => northwest:[525,9]; score:1.000000
	FP => people:[1389,6]; score:1.000000
	FP => substance:[19,9]; score:1.000000
 => Aum Shinri Kyo:[1272,14]; score:1.000000
 => cyanide:[721,7]; score:1.000000
	FP => kilometers:[502,10]; score:1.000000
	FP => police:[242,6]; score:1.000000
	FP => case:[49,4]; score:1.000000
	FP => pot:[336,3]; score:1.000000
	FP => Lab:[849,3]; score:1.000000
	FP => people:[758,6]; score:1.000000
	FP => compound:[186,8]; score:1.000000
	FP => Japan:[664,5]; score:1.000000
	FP => company:[475,7]; score:1.000000
	FP => water:[153,5]; score:1.000000
	FP => subways:[1244,7]; score:1.000000
	FP => company:[93,7]; score:1.000000
	FP => Japan:[795,5]; score:1.000000
 => Tokyo:[539,5]; score:1.000000
	FP => suffered:[1088,8]; score:1.000000
	FP => chemical:[320,8]; score:1.000000
 => arsenic:[736,7]; score:1.000000
	FP => religious cult:[1288,14]; score:1.000000
	FP => Japan:[1312,5]; score:1.000000
	FP => Police:[3,6]; score:1.000000
	FP => tea:[866,3]; score:1.000000
 => Niigata:[487,7]; score:1.000000
	FP => shock:[678,5]; score:1.000000
 => toxic:[170,5]; score:1.000000
	FP => mild:[1097,4]; score:1.000000
	FP => Police:[268,6]; score:1.000000
	FP => Masashi:[1006,7]; score:1.000000
	FP => Monday:[399,6]; score:1.000000
	FP => Japanese:[84,8]; score:1.000000
	FP => fears:[817,5]; score:1.000000
	FP => March:[1202,5]; score:1.000000
 => numbness:[604,8]; score:1.000000
 => nerve gas:[1216,9]; score:1.000000
	FP => industrial:[930,10]; score:1.000000
 => curry:[701,5]; score:1.000000
	FP => suffering:[579,9]; score:1.000000
	FP => tea:[128,3]; score:1.000000
	FP => Niigata:[1169,7]; score:1.000000
	FP => Monday:[566,6]; score:1.000000
	FP => Tokyo:[1238,5]; score:1.000000
	FP => Toma:[1014,4]; score:1.000000
	FP => poison:[60,6]; score:1.000000
	FP => official:[1152,8]; score:1.000000
	FP => festival:[770,8]; score:1.000000
	FP => spokesman:[996,9]; score:1.000000
	FP => pot:[159,3]; score:1.000000
 => tea:[33,3]; score:1.000000
 => central nervous system:[215,22]; score:1.000000
	FP => chemical:[908,8]; score:1.000000
	FP => attack:[1228,6]; score:1.000000
	FP => workers:[429,7]; score:1.000000
 => nausea:[590,6]; score:1.000000
	FP => Yasuo:[1135,5]; score:1.000000
	FP => case:[654,4]; score:1.000000
	FP => water:[368,5]; score:1.000000
	FP => subway:[1364,6]; score:1.000000
	FP => drank:[122,5]; score:1.000000
	FP => police:[989,6]; score:1.000000
	FP => break:[640,5]; score:1.000000
 => air-bag:[962,7]; score:1.000000
	FP => killed:[1379,6]; score:1.000000
P/R/F:0.1884058/0.61904764/0.28888887; tpCount:13.0; fpCount:56.0; fnCount:8.0
[APW19980625_1136.htm]
***************** Gold Standard: ***********************
	FN => Nigeria:[1367,7]; score:1.000000
	FN => Air Afrique:[60,11]; score:1.000000
	FN => Boeing:[75,6]; score:1.000000
 => violent crime:[1442,13]; score:1.000000
	FN => Guardian newspaper:[248,18]; score:1.000000
 => distress call:[707,13]; score:1.000000
	FN => Security:[767,8]; score:1.000000
	FN => Nigeria's largest international airport:[191,39]; score:1.000000
 => tarmac:[1230,6]; score:1.000000
 => Lagos:[239,5]; score:1.000000
	FN => Cameroon Airlines:[1132,17]; score:1.000000

************************ System Result: ***************************
	FP => personnel:[778,9]; score:1.000000
	FP => night:[522,5]; score:1.000000
	FP => Guardian newspaper:[248,18]; score:1.000000
	FP => Plane:[11,5]; score:1.000000
	FP => month:[141,5]; score:1.000000
	FP => incident:[948,8]; score:1.000000
	FP => plane:[659,5]; score:1.000000
	FP => plane:[404,5]; score:1.000000
	FP => Nigeria:[1367,7]; score:1.000000
	FP => looted:[122,6]; score:1.000000
 => violent crime:[1442,13]; score:1.000000
	FP => jet:[88,3]; score:1.000000
	FP => airliner:[575,8]; score:1.000000
	FP => aircraft:[321,8]; score:1.000000
	FP => officials:[1316,9]; score:1.000000
