[Bus3683270.txt]
***************** Gold Standard: ***********************
 => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert Nardelli; score:1.000000
 => Al-Maliki:[0,9]; score:0.995530; title:Nouri_al-Maliki; score:1.000000
 => Mowaffak al-Rubaie:[422,440]; score:1.115096; title:Mowaffak_al-Rubaie; score:1.000000
	FP => phone camera:[2691,2703]; score:1.000000; title:Camera_phone; score:0.500000
	FP => prosecutor:[3204,3214]; score:0.583444; title:Prosecutor; score:0.456115
 => Nouri al-Maliki:[1214,1229]; score:1.237379; title:Nouri_al-Maliki; score:1.000000
	FP => police:[4923,4929]; score:1.163515; title:Police; score:0.250244
	FP => The Associated Press:[1144,1164]; score:1.064961; title:Associated_Press; score:1.000000
 => Mahdi Army:[4178,4188]; score:1.352527; title:Mahdi_Army; score:1.000000
	FP => cleric:[4354,4360]; score:0.849442; title:Cleric; score:0.342310
	FP => execution:[2114,2123]; score:0.525542; title:Capital_punishment; score:0.180253
	FP => Iraqi:[4845,4850]; score:0.659368; title:Iraq; score:0.286862
	FP => helicopter:[3315,3325]; score:0.992053; title:Helicopter; score:0.304355
	FP => prison:[4977,4983]; score:1.088067; title:Prison; score:0.180531
	FP => interrogation:[677,690]; score:0.466720; title:Interrogation; score:0.695023
	FP => police squad:[5050,5062]; score:1.000000; title:Police_Squad!; score:0.500000
 => U.S. military:[1489,1502]; score:0.775085; title:Military_of_the_United_States; score:0.449137
 => BAGHDAD:[79,86]; score:1.332229; title:Baghdad; score:0.429247
	FP => national security adviser:[396,421]; score:0.433717; title:Condoleezza_Rice; score:0.580546
	FP => translator:[3858,3868]; score:0.125361; title:Translation; score:0.220582
 => Maj. Gen. William Caldwell:[4406,4432]; score:1.010516; title:William_B._Caldwell; score:1.000000
 => Saddam:[1121,1127]; score:0.548100; title:Saddam_Hussein; score:0.548631
	FP => prosecutor:[1953,1963]; score:0.521162; title:Prosecutor; score:0.403844
	FP => satellite:[2509,2518]; score:0.311752; title:Satellite; score:0.134899
	FP => telephone interview:[2352,2371]; score:1.000000; title:Telephone_interview; score:0.500000
	FP => camera phones:[3638,3651]; score:0.966866; title:Camera_phone; score:1.000000
	FP => television:[3726,3736]; score:1.070560; title:Television; score:0.156176
	FP => prosecutor:[1680,1690]; score:0.302888; title:Prosecutor; score:0.353523
	FP => prosecutor:[3472,3482]; score:0.854801; title:Prosecutor; score:0.468660
	FP => Al-Jazeera:[2498,2508]; score:1.222174; title:Al_Jazeera; score:0.853336
	FP => military police:[4914,4929]; score:0.531223; title:Military_police; score:0.251523
 => Saddam:[368,374]; score:1.035411; title:Saddam_Hussein; score:0.688810
	FP => execution:[2152,2161]; score:0.528387; title:Capital_punishment; score:0.185726
	FP => mobile phones:[3504,3517]; score:0.652713; title:Mobile_phone; score:0.470253
	FP => execution:[620,629]; score:0.573464; title:Capital_punishment; score:0.209564
	FP => national security:[396,413]; score:1.009601; title:National_security; score:0.803826
 => Saddam Hussein:[368,382]; score:1.616125; title:Saddam_Hussein; score:0.886283
	FP => chant:[4061,4066]; score:0.336961; title:Chant; score:0.256191
	FP => militant:[4345,4353]; score:0.526205; title:Militant; score:0.290364
	FP => mobile phone:[2248,2260]; score:1.393852; title:Mobile_phone; score:0.650702
 => al-Sadr:[4122,4129]; score:0.520588; title:Muqtada_al-Sadr; score:1.000000
 => NBC News:[133,141]; score:0.894639; title:NBC_News; score:0.711991
 => Caldwell:[4424,4432]; score:0.759676; title:William_B._Caldwell; score:0.800864
	FP => NBC:[133,136]; score:0.450177; title:Weapon_of_mass_destruction; score:0.167052
	FP => prosecutor:[2380,2390]; score:0.675145; title:Prosecutor; score:0.388627
	FP => cleric:[4164,4170]; score:1.080456; title:Cleric; score:0.470530
	FP => U.S.:[4436,4440]; score:0.423839; title:United_States; score:0.162114
 => Saddam:[4756,4762]; score:0.413720; title:Saddam_Hussein; score:0.565910
	FP => Al-Jazeera:[1059,1069]; score:1.141798; title:Al_Jazeera; score:0.799726
	FP => flown:[3301,3306]; score:1.000000; title:Flight; score:0.500000
	FP => execution:[4495,4504]; score:0.176098; title:Capital_punishment; score:0.155484
 => Saddam:[1442,1448]; score:0.789098; title:Saddam_Hussein; score:0.587206
 => Saddam:[3998,4004]; score:0.189951; title:Saddam_Hussein; score:0.509039
 => The New York Times:[2573,2591]; score:1.149590; title:The_New_York_Times; score:1.000000
 => Hussein:[375,382]; score:0.727734; title:Saddam_Hussein; score:0.492667
	FP => Iraqi:[390,395]; score:1.173987; title:Iraq; score:0.438914
 => Muqtada al-Sadr:[4114,4129]; score:1.219048; title:Muqtada_al-Sadr; score:1.000000
	FP => Iraqi:[1674,1679]; score:0.886668; title:Iraq; score:0.299757
	FP => Shiite cleric:[4157,4170]; score:1.000000; title:Shia_clergy; score:0.500000
 => William Caldwell:[4416,4432]; score:0.694823; title:William_B._Caldwell; score:0.791250
	FP => The Times:[2884,2893]; score:0.822850; title:The_Times; score:0.282370
 => Al-Arabiya:[3715,3725]; score:1.129807; title:Al_Arabiya; score:1.000000
 => Army:[4184,4188]; score:1.305485; title:Mahdi_Army; score:1.000000
	FP => telephone:[2352,2361]; score:0.986914; title:Telephone; score:0.223564
	FP => interpreter:[5013,5024]; score:0.000000; title:Interpreting; score:0.294954
 => Saddam:[935,941]; score:0.763555; title:Saddam_Hussein; score:0.577461
	FP => execution:[2227,2236]; score:0.446634; title:Capital_punishment; score:0.173672
	FP => execution:[1398,1407]; score:0.340739; title:Execution_of_Saddam_Hussein; score:0.259877
	FP => execution:[1719,1728]; score:0.412631; title:Capital_punishment; score:0.191786
 => Saddam:[1986,1992]; score:0.541091; title:Saddam_Hussein; score:0.539154
	FP => camera:[2697,2703]; score:0.323093; title:Camera; score:0.133938
	FP => execution:[3257,3266]; score:0.208809; title:Capital_punishment; score:0.163960
	FP => police:[5050,5056]; score:1.017137; title:Police; score:0.221567
 => Najaf:[3064,3069]; score:0.943260; title:Najaf; score:0.565611
 => United States:[1534,1547]; score:1.044194; title:United_States; score:0.206652
	FP => Iraqi:[870,875]; score:0.953832; title:Iraq; score:0.349215
 => al-Maliki:[3046,3055]; score:1.104878; title:Nouri_al-Maliki; score:1.000000
	FP => security men:[3441,3453]; score:1.000000; title:The_Security_Men; score:0.500000
	FP => The New:[2573,2580]; score:1.000000; title:Turn_on_the_Bright_Lights; score:0.500000
 => U.S. military:[4436,4449]; score:0.663907; title:Military_of_the_United_States; score:0.435324
	FP => execution:[355,364]; score:0.811826; title:Execution_of_Saddam_Hussein; score:0.504001
	FP => military intelligence:[3340,3361]; score:1.188921; title:Military_intelligence; score:0.634984
	FP => cell phone:[2686,2696]; score:1.083214; title:Mobile_phone; score:1.000000
	FP => anti-American:[4143,4156]; score:0.927659; title:Anti-Americanism; score:1.000000
	FP => execution:[3407,3416]; score:0.400817; title:Execution_of_Saddam_Hussein; score:0.249871
	FP => military police:[5041,5056]; score:1.005705; title:Military_police; score:0.269421
 => Mowaffak al-Rubaie:[1872,1890]; score:0.905859; title:Mowaffak_al-Rubaie; score:1.000000
 => U.S.:[4391,4395]; score:0.395564; title:United_States; score:0.159485
	FP => Associated Press:[1148,1164]; score:1.483582; title:Associated_Press; score:0.650333
 => al-Maliki:[1220,1229]; score:1.070946; title:Nouri_al-Maliki; score:1.000000
 => Saddam:[4333,4339]; score:0.247525; title:Saddam_Hussein; score:0.508833
	FP => Iraqi:[3157,3162]; score:0.724213; title:Iraq; score:0.291032
	FP => execution:[3820,3829]; score:0.037499; title:Capital_punishment; score:0.159586
	FP => anonymity:[788,797]; score:0.504829; title:Anonymity; score:0.482644
	FP => hanging:[1475,1482]; score:0.865847; title:Hanging; score:0.470595
 => Web site:[2525,2533]; score:1.059314; title:Website; score:1.000000
P/R/F:0.29661018/0.61403507/0.4; tpCount:35.0; fpCount:83.0; fnCount:22.0
[Spo16417540.txt]
***************** Gold Standard: ***********************
	FN => Saban:[2986,2991]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Saban:[1580,1585]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Dolphins:[1797,1805]; score:1.000000; title:Miami Dolphins; score:1.000000
 => NFL:[2276,2279]; score:1.000000; title:National Football League; score:1.000000
	FN => Saban:[2342,2347]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Bama:[148,152]; score:1.000000; title:Alabama; score:1.000000
	FN => Saban:[2610,2615]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Nick:[1235,1239]; score:1.000000; title:Nick Saban; score:1.000000
 => Randy Mueller:[4438,4451]; score:1.000000; title:Randy Mueller; score:1.000000
 => Dolphins:[4735,4743]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Saban:[2365,2370]; score:1.000000; title:Nick Saban; score:1.000000
	FN => AFC championship game:[4557,4578]; score:1.000000; title:AFC Championship Game; score:1.000000
	FN => Huizenga:[3748,3756]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Alabama:[2495,2502]; score:1.000000; title:University of Alabama; score:1.000000
 => Dolphins:[3979,3987]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Norm Chow:[2844,2853]; score:1.000000; title:Norm Chow; score:1.000000
 => Dolphins:[13,21]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Cam Cameron:[2755,2766]; score:1.000000; title:Cam Cameron; score:1.000000
	FN => Saban:[2238,2243]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Saban:[1728,1733]; score:1.000000; title:Nick Saban; score:1.000000
 => Tennessee Titans:[2805,2821]; score:1.000000; title:Tennessee Titans; score:1.000000
 => Chicago Bears:[2624,2637]; score:1.000000; title:Chicago Bears; score:1.000000
	FN => Saban:[1674,1679]; score:1.000000; title:Nick Saban; score:1.000000
 => Jim Caldwell:[2791,2803]; score:1.000000; title:Jim Caldwell (football coach); score:1.000000
	FN => Alabama:[2411,2418]; score:1.000000; title:University of Alabama; score:1.000000
	FN => Saban:[909,914]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Huizenga:[3093,3101]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Alabama:[241,248]; score:1.000000; title:University of Alabama; score:1.000000
 => San Diego Chargers:[2714,2732]; score:1.000000; title:San Diego Chargers; score:1.000000
	FN => Saban:[4360,4365]; score:1.000000; title:Nick Saban; score:1.000000
 => DAVIE:[119,124]; score:1.000000; title:Davie, Florida; score:1.000000
 => Alabama:[1765,1772]; score:1.000000; title:University of Alabama; score:1.000000
	FN => Huizenga:[526,534]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Saban:[654,659]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Huizenga:[2316,2324]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => West Virginia:[2480,2493]; score:1.000000; title:West Virginia University; score:1.000000
	FN => Nick:[1084,1088]; score:1.000000; title:Nick Saban; score:1.000000
 => Mike Shula:[1607,1617]; score:1.000000; title:Mike Shula; score:1.000000
 => Daunte Culpepper:[4080,4096]; score:1.000000; title:Daunte Culpepper; score:1.000000
 => Russ Grimm:[2889,2899]; score:1.000000; title:Russ Grimm; score:1.000000
 => Green Bay:[2679,2688]; score:1.000000; title:Green Bay Packers; score:1.000000
 => Dolphins:[4528,4536]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Mike Sherman:[2700,2712]; score:1.000000; title:Mike Sherman; score:1.000000
 => Nick Saban:[133,143]; score:1.000000; title:Nick Saban; score:1.000000
 => Dan Marino:[4230,4240]; score:1.000000; title:Dan Marino; score:1.000000
	FN => Huizenga:[629,637]; score:1.000000; title:Wayne Huizenga; score:1.000000
 => Jimmy Johnson:[2134,2147]; score:1.000000; title:Jimmy Johnson (American football coach); score:1.000000
	FN => Miami:[421,426]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Oklahoma State:[2521,2535]; score:1.000000; title:Oklahoma State; score:1.000000
	FN => Nick:[1160,1164]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Saban:[1010,1015]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Fla.:[126,130]; score:1.000000; title:Florida; score:1.000000
 => Dolphins:[3004,3012]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Joe Bailey:[3435,3445]; score:1.000000; title:Joe Bailey; score:1.000000
 => Atlanta Falcons:[3596,3611]; score:1.000000; title:Atlanta Falcons; score:1.000000
 => Wayne Huizenga:[433,447]; score:1.000000; title:Wayne Huizenga; score:1.000000
 => Dolphins:[1471,1479]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Huizenga:[2026,2034]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Huizenga:[2922,2930]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => NFL:[4384,4387]; score:1.000000; title:National Football League; score:1.000000
	FN => Dolphins:[3521,3529]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Huizenga:[4585,4593]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Dolphins:[3649,3657]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Saban:[762,767]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Saban:[1404,1409]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Miami:[1971,1976]; score:1.000000; title:Miami Dolphins; score:1.000000
 => Don Shula:[2092,2101]; score:1.000000; title:Don Shula; score:1.000000
 => Arizona Cardinals:[3574,3591]; score:1.000000; title:Arizona Cardinals; score:1.000000
	FN => LSU:[1445,1448]; score:1.000000; title:Louisiana State University; score:1.000000
 => Indianapolis:[2768,2780]; score:1.000000; title:Indianapolis Colts; score:1.000000
 => Pittsburgh Steelers:[2858,2877]; score:1.000000; title:Pittsburgh Steelers; score:1.000000
 => Rich Rodriguez:[2438,2452]; score:1.000000; title:Rich Rodriguez; score:1.000000
	FN => Saban:[511,516]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Saban:[0,5]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Tide:[2387,2391]; score:1.000000; title:University of Alabama; score:1.000000
	FN => Miami:[4161,4166]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Nick:[1257,1261]; score:1.000000; title:Nick Saban; score:1.000000
 => Independence Bowl:[2543,2560]; score:1.000000; title:Independence Bowl; score:1.000000
 => Miami Dolphins:[299,313]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Huizenga:[1619,1627]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Alabama:[26,33]; score:1.000000; title:Alabama; score:1.000000
	FN => Saban:[585,590]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Huizenga:[847,855]; score:1.000000; title:Wayne Huizenga; score:1.000000
	FN => Miami:[3898,3903]; score:1.000000; title:Miami Dolphins; score:1.000000
	FN => Alabama:[1833,1840]; score:1.000000; title:University of Alabama; score:1.000000
	FN => Huizenga:[971,979]; score:1.000000; title:Wayne Huizenga; score:1.000000
 => Crimson Tide:[1550,1562]; score:1.000000; title:University of Alabama; score:1.000000
 => Ron Rivera:[2660,2670]; score:1.000000; title:Ron Rivera; score:1.000000
	FN => Shula:[3876,3881]; score:1.000000; title:Mike Shula; score:1.000000
	FN => LSU:[3018,3021]; score:1.000000; title:Louisiana State University; score:1.000000
	FN => Saban:[222,227]; score:1.000000; title:Nick Saban; score:1.000000
	FN => Huizenga:[1211,1219]; score:1.000000; title:Wayne Huizenga; score:1.000000
 => Tuscaloosa:[835,845]; score:1.000000; title:Tuscaloosa, Alabama; score:1.000000

************************ System Result: ***************************
	FP => head coach:[2689,2699]; score:1.182757; title:Head_coach; score:0.431948
 => NFL:[2276,2279]; score:1.175256; title:National_Football_League; score:0.249906
	FP => Bay head:[2685,2693]; score:0.406029; title:Bay_Head,_New_Jersey; score:0.592787
 => Cameron:[2759,2766]; score:1.362542; title:Cam_Cameron; score:1.000000
	FP => coach:[2694,2699]; score:0.420126; title:Coach_(sport); score:0.177582
	FP => reconstructive knee surgery:[4124,4151]; score:1.055949; title:Reconstructive_surgery; score:1.000000
 => Randy Mueller:[4438,4451]; score:1.174299; title:Randy_Mueller; score:1.000000
 => Oklahoma State:[2521,2535]; score:0.102868; title:Oklahoma_State_University–Stillwater; score:0.263764
	FP => —:[2182,2183]; score:1.000000; title:—; score:0.500000
	FP => surgery:[4144,4151]; score:0.970796; title:Surgery; score:0.157500
	FP => Saban:[1728,1733]; score:0.175270; title:Saban_Entertainment; score:0.402201
 => Dolphins:[13,21]; score:0.726073; title:Miami_Dolphins; score:0.201155
 => Norm Chow:[2844,2853]; score:1.236123; title:Norm_Chow; score:1.000000
	FP => want to:[3066,3073]; score:1.000000; title:Want; score:0.500000
	FP => Saban:[2238,2243]; score:0.089196; title:Saban_Entertainment; score:0.402712
