[Bus3683270.txt]
***************** Gold Standard: ***********************
	FN => Bob Nardelli:[3277,3289]; score:1.000000; title:Robert Nardelli; score:1.000000
	FP => type:[274,278]; score:1.000000; title:Movable_type; score:0.033313
	FP => Sen.:[2859,2863]; score:1.000000; title:Senate; score:0.063261
	FP => sentiment:[2186,2195]; score:1.000000; title:Sentimental_novel; score:0.030557
	FP => middle class:[3073,3085]; score:1.000000; title:Middle_class; score:0.127197
	FP => Washington:[1771,1781]; score:1.000000; title:George_Washington; score:0.129316
	FP => president:[96,105]; score:1.000000; title:President_of_the_United_States; score:0.153031
	FP => Evolving:[0,8]; score:1.000000; title:Evolution; score:0.078023
	FP => era:[2994,2997]; score:1.000000; title:Equal_Rights_Amendment; score:0.095316
 => Bill Clinton:[2954,2966]; score:1.000000; title:Bill_Clinton; score:0.168973
	FP => capital:[178,185]; score:1.000000; title:Capitalism; score:0.082572
 => Jimmy Carter:[1379,1391]; score:1.000000; title:Jimmy_Carter; score:0.137794
	FP => senator:[2037,2044]; score:1.000000; title:Senate; score:0.063261
	FP => Bushes:[3087,3093]; score:1.000000; title:Bush_family; score:0.118371
	FP => book:[3437,3441]; score:1.000000; title:Book; score:0.069626
	FP => pardoned:[1306,1314]; score:1.000000; title:Pardon; score:0.079396
 => Nixon:[1315,1320]; score:1.000000; title:Richard_Nixon; score:0.224508
	FP => Americans:[1363,1372]; score:1.000000; title:Americans; score:0.021380
	FP => move on:[3051,3058]; score:1.000000; title:Jonas_Brothers; score:0.031531
	FP => Americans:[2129,2138]; score:1.000000; title:Americans; score:0.021380
	FP => life:[1184,1188]; score:1.000000; title:Life_(magazine); score:0.074433
	FP => voters:[53,59]; score:1.000000; title:Voting; score:0.098818
 => Bayh:[2223,2227]; score:1.000000; title:Evan_Bayh; score:0.117993
	FP => boomer:[2337,2343]; score:1.000000; title:Tom_DeLonge; score:0.023957
	FP => series:[1050,1056]; score:1.000000; title:24_(TV_series); score:0.061548
	FP => business:[207,215]; score:1.000000; title:Business; score:0.077934
	FP => Pfeiffer:[2810,2818]; score:1.000000; title:Michelle_Pfeiffer; score:0.144663
	FP => boy governor:[2058,2070]; score:1.000000; title:Stevens_T._Mason; score:0.013671
	FP => country:[298,305]; score:1.000000; title:Country; score:0.058218
	FP => assaults:[3323,3331]; score:1.000000; title:Assault; score:0.028715
	FP => direction:[3691,3700]; score:1.000000; title:Directionality_(molecular_biology); score:0.003931
	FP => cultural:[3314,3322]; score:1.000000; title:Culture; score:0.067887
 => Iraq:[892,896]; score:1.000000; title:Iraq; score:0.128549
	FP => elections:[2364,2373]; score:1.000000; title:Election; score:0.135094
	FP => president:[3711,3720]; score:1.000000; title:President_of_the_United_States; score:0.153031
	FP => Americans:[2410,2419]; score:1.000000; title:Americans; score:0.021380
	FP => voters:[385,391]; score:1.000000; title:Voting; score:0.098818
	FP => holding:[1809,1816]; score:1.000000; title:Holding_company; score:0.064152
	FP => fearful:[639,646]; score:1.000000; title:Fear; score:0.041005
	FP => student:[3630,3637]; score:1.000000; title:Student; score:0.055951
	FP => middle class:[3536,3548]; score:1.000000; title:Middle_class; score:0.127197
	FP => parents:[3384,3391]; score:1.000000; title:Parents_(magazine); score:0.032810
 => Bush:[2885,2889]; score:1.000000; title:George_W._Bush; score:0.200045
	FP => deep:[2010,2014]; score:1.000000; title:Deep_Roy; score:0.015546
	FP => middle class:[3258,3270]; score:1.000000; title:Middle_class; score:0.127197
	FP => sense:[2717,2722]; score:1.000000; title:Sense; score:0.032734
	FP => ideologues:[426,436]; score:1.000000; title:Ideology; score:0.069528
	FP => main:[202,206]; score:1.000000; title:Main_Street; score:0.010310
	FP => Sen.:[1903,1907]; score:1.000000; title:Senate; score:0.063261
	FP => paranoid:[1274,1282]; score:1.000000; title:Paranoia; score:0.048241
	FP => weaknesses:[1129,1139]; score:1.000000; title:Weakness; score:0.002094
	FP => president:[141,150]; score:1.000000; title:President_of_the_United_States; score:0.153031
	FP => President George W. Bush:[468,492]; score:1.000000; title:Presidency_of_George_W._Bush; score:0.168539
	FP => hands:[1653,1658]; score:1.000000; title:Hand; score:0.015249
	FP => leader:[946,952]; score:1.000000; title:New_Hampshire_Union_Leader; score:0.072263
	FP => troops:[880,886]; score:1.000000; title:Troop; score:0.037056
	FP => resume:[2015,2021]; score:1.000000; title:Résumé; score:0.028613
	FP => figure:[235,241]; score:1.000000; title:Figure_of_speech; score:0.039366
 => Indiana:[2075,2082]; score:1.000000; title:Indiana; score:0.088703
	FP => American:[44,52]; score:1.000000; title:American_University; score:0.099312
	FP => war in Iraq:[744,755]; score:1.000000; title:2003_invasion_of_Iraq; score:0.120500
	FP => president:[1968,1977]; score:1.000000; title:President_of_the_United_States; score:0.153031
	FP => view:[857,861]; score:1.000000; title:The_View_(U.S._TV_series); score:0.035893
	FP => Sen.:[3464,3468]; score:1.000000; title:Senate; score:0.063261
	FP => country:[616,623]; score:1.000000; title:Country; score:0.058218
	FP => nation.:[412,419]; score:1.000000; title:The_Nation; score:0.093074
	FP => family:[3112,3118]; score:1.000000; title:Family; score:0.081591
	FP => American:[3645,3653]; score:1.000000; title:American_University; score:0.099312
	FP => Pfeiffer:[2610,2618]; score:1.000000; title:Michelle_Pfeiffer; score:0.144663
P/R/F:0.11111111/0.57575756/0.18627451; tpCount:19.0; fpCount:152.0; fnCount:14.0
[Wor13259309.txt]
***************** Gold Standard: ***********************
 => US military:[4822,4833]; score:1.000000; title:Military of the United States; score:1.000000
 => NBC News:[133,141]; score:1.000000; title:NBC News; score:1.000000
	FN => Caldwell:[5065,5073]; score:1.000000; title:William B. Caldwell; score:1.000000
 => Associated Press:[1148,1164]; score:1.000000; title:Associated Press; score:1.000000
 => Sunnis:[4258,4264]; score:1.000000; title:Sunni Islam; score:1.000000
 => Saddam:[2550,2556]; score:1.000000; title:Saddam Hussein; score:1.000000
 => MSNBC:[3852,3857]; score:1.000000; title:MSNBC; score:1.000000
 => Saddam:[4756,4762]; score:1.000000; title:Saddam Hussein; score:1.000000
 => U.S. forces:[4545,4556]; score:1.000000; title:Military of the United States; score:1.000000
 => Internet:[1089,1097]; score:1.000000; title:Internet; score:1.000000
	FN => Iraq:[88,92]; score:1.000000; title:Iraq; score:1.000000
 => Saddam:[1442,1448]; score:1.000000; title:Saddam Hussein; score:1.000000
 => Muqtada:[4089,4096]; score:1.000000; title:Muqtada al-Sadr; score:1.000000
 => Saddam:[3998,4004]; score:1.000000; title:Saddam Hussein; score:1.000000
	FN => al-Maliki:[4370,4379]; score:1.000000; title:Nouri al-Maliki; score:1.000000
	FN => AP:[2950,2952]; score:1.000000; title:Associated Press; score:1.000000
	FN => Mowaffak al-Rubaie:[422,440]; score:1.000000; title:Mouwafak al-Rabii; score:1.000000
 => Saddam:[3377,3383]; score:1.000000; title:Saddam Hussein; score:1.000000
 => Muqtada al-Sadr:[4114,4129]; score:1.000000; title:Muqtada al-Sadr; score:1.000000
	FN => William Caldwell:[4416,4432]; score:1.000000; title:William B. Caldwell; score:1.000000
 => Al-Arabiya:[3715,3725]; score:1.000000; title:Al Arabiya; score:1.000000
 => Saddam:[553,559]; score:1.000000; title:Saddam Hussein; score:1.000000
 => Saddam:[935,941]; score:1.000000; title:Saddam Hussein; score:1.000000
 => Al-Maliki:[0,9]; score:1.000000; title:Nouri al-Maliki; score:1.000000
 => Saddam:[1986,1992]; score:1.000000; title:Saddam Hussein; score:1.000000
 => Mahdi Army:[4178,4188]; score:1.000000; title:Mahdi Army; score:1.000000
 => U.S. military:[4436,4449]; score:1.000000; title:Military of the United States; score:1.000000
 => Nouri al-Maliki:[1214,1229]; score:1.000000; title:Nouri al-Maliki; score:1.000000
 => New York Times:[2577,2591]; score:1.000000; title:New York Times; score:1.000000
 => Najaf:[3064,3069]; score:1.000000; title:Najaf; score:1.000000
 => U.S. military:[1489,1502]; score:1.000000; title:Military of the United States; score:1.000000
 => United States:[1534,1547]; score:1.000000; title:United States; score:1.000000
	FN => al-Maliki:[3046,3055]; score:1.000000; title:Nouri al-Maliki; score:1.000000
	FN => Mowaffak al-Rubaie:[2820,2838]; score:1.000000; title:Mouwafak al-Rabii; score:1.000000
 => Muqtada:[4071,4078]; score:1.000000; title:Muqtada al-Sadr; score:1.000000
	FN => Hussein:[2733,2740]; score:1.000000; title:Saddam Hussein; score:1.000000
	FN => Iraqi forces:[870,882]; score:1.000000; title:New Iraqi Army; score:1.000000
 => Muqtada:[4080,4087]; score:1.000000; title:Muqtada al-Sadr; score:1.000000
	FN => BAGHDAD:[79,86]; score:1.000000; title:Baghdad; score:1.000000
 => Al-Jazeera:[2498,2508]; score:1.000000; title:Al Jazeera; score:1.000000
 => Saddam:[1121,1127]; score:1.000000; title:Saddam Hussein; score:1.000000
	FN => al-Rubaie:[2927,2936]; score:1.000000; title:Mouwafak al-Rabii; score:1.000000
 => Iraq:[95,99]; score:1.000000; title:Iraq; score:1.000000
	FN => Times:[2888,2893]; score:1.000000; title:New York Times; score:1.000000
	FN => Saddam Hussein:[227,241]; score:1.000000; title:Saddam Hussein; score:1.000000
	FN => Mowaffak al-Rubaie:[1872,1890]; score:1.000000; title:Mouwafak al-Rabii; score:1.000000
 => U.S.:[4391,4395]; score:1.000000; title:United States; score:1.000000
	FN => Iraq:[4715,4719]; score:1.000000; title:Iraq; score:1.000000
	FN => al-Rubaie:[1791,1800]; score:1.000000; title:Mouwafak al-Rabii; score:1.000000
 => Al-Maliki:[1309,1318]; score:1.000000; title:Nouri Al-Maliki; score:1.000000
 => Saddam:[4333,4339]; score:1.000000; title:Saddam Hussein; score:1.000000
 => The Associated Press:[2014,2034]; score:1.000000; title:The Associated Press; score:1.000000
 => Maliki:[2844,2850]; score:1.000000; title:Nouri al-Maliki; score:1.000000
	FN => Saddam Hussein:[368,382]; score:1.000000; title:Saddam Hussein; score:1.000000
	FN => Al-Sadr:[4302,4309]; score:1.000000; title:Muqtada al-Sadr; score:1.000000
 => Web site:[2525,2533]; score:1.000000; title:Website; score:1.000000
 => Al-Jazeera:[1059,1069]; score:1.000000; title:Al Jazeera; score:1.000000

************************ System Result: ***************************
	FP => officials:[3578,3587]; score:1.000000; title:Official; score:0.034710
	FP => official:[23,31]; score:1.000000; title:Official; score:0.034710
	FP => Prime Minister:[1199,1213]; score:1.000000; title:Prime_Minister_of_the_United_Kingdom; score:0.057040
	FP => video:[2720,2725]; score:1.000000; title:Video_camera; score:0.082634
	FP => faces:[2324,2329]; score:1.000000; title:JavaServer_Faces; score:0.003790
	FP => probe:[70,75]; score:1.000000; title:Ford_Probe; score:0.000114
	FP => control:[4834,4841]; score:1.000000; title:Social_control; score:0.022604
	FP => trapdoor:[2807,2815]; score:1.000000; title:Trapdoor; score:0.023310
	FP => officials:[490,499]; score:1.000000; title:Official; score:0.034710
	FP => bodyguards:[3589,3599]; score:1.000000; title:Bodyguard; score:0.084125
 => US military:[4822,4833]; score:1.000000; title:United_States_Armed_Forces; score:0.100797
	FP => return:[3084,3090]; score:1.000000; title:Rate_of_return; score:0.016040
	FP => execution:[1293,1302]; score:1.000000; title:Capital_punishment; score:0.080667
 => Al-Maliki:[1309,1318]; score:1.000000; title:Nouri_al-Maliki; score:0.127315
	FP => arrested:[1248,1256]; score:1.000000; title:Arrest; score:0.116551
	FP => Iraqi:[3157,3162]; score:1.000000; title:Iraqi_people; score:0.084604
 => New York Times:[2577,2591]; score:1.000000; title:The_New_York_Times; score:0.063873
	FP => national security adviser:[102,127]; score:1.000000; title:National_Security_Advisor_(United_States); score:0.125797
	FP => target:[60,66]; score:1.000000; title:Target_Corporation; score:0.018318
	FP => guards:[3789,3795]; score:1.000000; title:Russian_Guards; score:0.005832
 => Saddam:[3377,3383]; score:1.000000; title:Saddam_Hussein; score:0.109988
	FP => close:[3032,3037]; score:1.000000; title:Norwich; score:0.017884
	FP => arrest:[308,314]; score:1.000000; title:Arrest; score:0.116551
	FP => cell phone:[4036,4046]; score:1.000000; title:Mobile_phone; score:0.120585
	FP => gallows:[2000,2007]; score:1.000000; title:Gallows; score:0.038484
	FP => openly:[2419,2425]; score:1.000000; title:Coming_out; score:0.045695
	FP => prime minister:[747,761]; score:1.000000; title:Prime_Minister_of_the_United_Kingdom; score:0.057040
	FP => member:[3806,3812]; score:1.000000; title:Member_of_Parliament; score:0.035288
 => Mahdi Army:[4178,4188]; score:1.000000; title:Mahdi_Army; score:0.108997
 => Nouri al-Maliki:[1214,1229]; score:1.000000; title:Nouri_al-Maliki; score:0.127315
	FP => video:[2139,2144]; score:1.000000; title:Video_camera; score:0.082634
	FP => cameras:[2261,2268]; score:1.000000; title:Camera; score:0.081473
	FP => flight:[3550,3556]; score:1.000000; title:Flight_Lieutenant; score:0.026781
	FP => interrogation:[677,690]; score:1.000000; title:Interrogation; score:0.093146
	FP => response:[4396,4404]; score:1.000000; title:Antiphon; score:0.002920
 => Muqtada:[4071,4078]; score:1.000000; title:Muqtada_al-Sadr; score:0.100904
	FP => comment:[2941,2948]; score:1.000000; title:Request_for_Comments; score:0.017446
 => Muqtada:[4080,4087]; score:1.000000; title:Muqtada_al-Sadr; score:0.100904
	FP => charge:[4565,4571]; score:1.000000; title:Internal_combustion_engine; score:0.013723
	FP => talk:[831,835]; score:1.000000; title:Talk_show; score:0.044491
	FP => prosecutor:[1953,1963]; score:1.000000; title:Prosecutor; score:0.099324
	FP => satellite:[2509,2518]; score:1.000000; title:Satellite; score:0.052637
	FP => hanging:[562,569]; score:1.000000; title:Hanging; score:0.098500
	FP => prosecutor:[3472,3482]; score:1.000000; title:Prosecutor; score:0.099324
	FP => military police:[4914,4929]; score:1.000000; title:Military_police; score:0.121260
	FP => spoke:[4891,4896]; score:1.000000; title:Spoke; score:0.002721
	FP => video:[3696,3701]; score:1.000000; title:Video_camera; score:0.082634
	FP => pictures:[1646,1654]; score:1.000000; title:Image; score:0.028463
	FP => hanged:[1132,1138]; score:1.000000; title:Hanging; score:0.098500
	FP => arrested:[188,196]; score:1.000000; title:Arrest; score:0.116551
	FP => witnesses:[917,926]; score:1.000000; title:Witness; score:0.079351
	FP => chant:[4061,4066]; score:1.000000; title:Chant; score:0.000899
	FP => pictures:[3702,3710]; score:1.000000; title:Image; score:0.028463
 => Al-Jazeera:[1059,1069]; score:1.000000; title:Al_Jazeera; score:0.105663
	FP => execution:[1398,1407]; score:1.000000; title:Capital_punishment; score:0.080667
 => Associated Press:[1148,1164]; score:1.000000; title:Associated_Press; score:0.073397
	FP => lights:[2173,2179]; score:1.000000; title:Lights_(musician); score:0.006282
	FP => prosecutor:[2380,2390]; score:1.000000; title:Prosecutor; score:0.099324
	FP => handled:[4521,4528]; score:1.000000; title:Subroutine; score:0.006776
	FP => official:[2204,2212]; score:1.000000; title:Official; score:0.034710
	FP => arrested:[858,866]; score:1.000000; title:Arrest; score:0.116551
	FP => conduct:[1383,1390]; score:1.000000; title:Conducting; score:0.020029
	FP => audio:[908,913]; score:1.000000; title:Windows_Media_Audio; score:0.029667
	FP => men:[2660,2663]; score:1.000000; title:Two_and_a_Half_Men; score:0.024635
	FP => execution:[4495,4504]; score:1.000000; title:Capital_punishment; score:0.080667
 => Saddam:[1442,1448]; score:1.000000; title:Saddam_Hussein; score:0.109988
 => Saddam:[3998,4004]; score:1.000000; title:Saddam_Hussein; score:0.109988
	FP => put to death:[3388,3400]; score:1.000000; title:Capital_punishment; score:0.080667
	FP => national security adviser:[1765,1790]; score:1.000000; title:National_Security_Advisor_(United_States); score:0.125797
	FP => cleric:[4354,4360]; score:1.000000; title:Clergy; score:0.031651
	FP => fell:[2790,2794]; score:1.000000; title:Norman_Fell; score:0.005474
 => Muqtada al-Sadr:[4114,4129]; score:1.000000; title:Muqtada_al-Sadr; score:0.100904
