[1088testa SQUASH]
***************** Gold Standard: ***********************
 => Scotland:[1864,1872]; score:1.000000
 => African Nations Cup:[121,140]; score:1.000000
 => Mauritania:[81,91]; score:1.000000
 => BENIN:[29,34]; score:1.000000
 => MAURITANIA:[8,18]; score:1.000000
 => Benin:[195,200]; score:1.000000

************************ System Result: ***************************
 => NOUAKCHOTT:[59,69]; score:1.000000
 => AFRICAN NATIONS CUP:[38,57]; score:1.000000
 => Benin:[106,111]; score:1.000000
 => African Nations Cup:[121,140]; score:1.000000
 => Mauritania:[81,91]; score:1.000000
 => BENIN:[29,34]; score:1.000000
 => MAURITANIA:[8,18]; score:1.000000
 => Benin:[195,200]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:8.0; fpCount:0.0; fnCount:0.0
[1062testa RUGBY]
***************** Gold Standard: ***********************
 => West Hartlepool:[238,253]; score:1.000000
	FN => Scottish:[455,463]; score:1.000000
	FN => Currie:[517,523]; score:1.000000
 => Stirling:[583,591]; score:1.000000
 => Welsh:[101,106]; score:1.000000
 => Dunvant:[359,366]; score:1.000000
 => Boroughmuir:[492,503]; score:1.000000
 => Heriot's F.P.:[527,541]; score:1.000000
 => Bath:[267,271]; score:1.000000
 => Leicester:[304,313]; score:1.000000
 => Bridgend:[336,344]; score:1.000000
 => Ebbw Vale:[370,379]; score:1.000000
 => Swansea:[433,440]; score:1.000000
 => SCOTTISH:[22,30]; score:1.000000
	FN => Sale:[275,279]; score:1.000000
 => Scottish:[88,96]; score:1.000000
 => Llanelli:[348,356]; score:1.000000
 => Melrose:[571,578]; score:1.000000
 => RUGBY UNION:[0,11]; score:1.000000
 => English National League:[140,163]; score:1.000000
 => Cardiff:[444,451]; score:1.000000
	FN => Jed-Forest:[543,553]; score:1.000000
 => Welsh:[317,322]; score:1.000000
 => Caerphilly:[419,429]; score:1.000000
 => Saracens:[292,300]; score:1.000000
 => Harlequins:[168,178]; score:1.000000
 => Newbridge:[395,404]; score:1.000000
 => Watsonians:[557,567]; score:1.000000
 => ENGLISH:[13,20]; score:1.000000
 => English:[79,86]; score:1.000000
 => LONDON:[50,56]; score:1.000000
 => Gloucester:[182,192]; score:1.000000
 => Bristol:[212,219]; score:1.000000
 => Newport:[408,415]; score:1.000000
 => Northampton:[223,234]; score:1.000000
 => Hawick:[507,513]; score:1.000000
 => Wasps:[283,288]; score:1.000000
 => Treorchy:[383,391]; score:1.000000
 => London Irish:[196,208]; score:1.000000
 => Orrell:[257,263]; score:1.000000
	FN => WELSH:[35,40]; score:1.000000

************************ System Result: ***************************
 => Welsh:[101,106]; score:1.000000
 => Dunvant:[359,366]; score:1.000000
 => Boroughmuir:[492,503]; score:1.000000
 => Bath:[267,271]; score:1.000000
 => Leicester:[304,313]; score:1.000000
 => Bridgend:[336,344]; score:1.000000
 => Heriot:[527,533]; score:1.000000
 => Ebbw Vale:[370,379]; score:1.000000
 => Swansea:[433,440]; score:1.000000
 => SCOTTISH:[22,30]; score:1.000000
 => Scottish:[88,96]; score:1.000000
 => Llanelli:[348,356]; score:1.000000
 => Melrose:[571,578]; score:1.000000
 => RUGBY UNION:[0,11]; score:1.000000
 => English National League:[140,163]; score:1.000000
 => Cardiff:[444,451]; score:1.000000
 => Stirling County:[583,598]; score:1.000000
 => Welsh:[317,322]; score:1.000000
 => Caerphilly:[419,429]; score:1.000000
 => Saracens:[292,300]; score:1.000000
 => Harlequins:[168,178]; score:1.000000
 => Newbridge:[395,404]; score:1.000000
 => Watsonians:[557,567]; score:1.000000
 => ENGLISH:[13,20]; score:1.000000
 => English:[79,86]; score:1.000000
 => Hartlepool:[243,253]; score:1.000000
 => LONDON:[50,56]; score:1.000000
 => Gloucester:[182,192]; score:1.000000
 => Bristol:[212,219]; score:1.000000
 => Newport:[408,415]; score:1.000000
 => Northampton:[223,234]; score:1.000000
 => Hawick:[507,513]; score:1.000000
 => Wasps:[283,288]; score:1.000000
 => Treorchy:[383,391]; score:1.000000
 => London Irish:[196,208]; score:1.000000
 => Orrell:[257,263]; score:1.000000
P/R/F:1.0/0.8780488/0.9350649; tpCount:36.0; fpCount:0.0; fnCount:5.0
[1031testa World]
***************** Gold Standard: ***********************
	FN => FTSE:[260,264]; score:1.000000
 => Salomon Bros.:[1616,1630]; score:1.000000
 => Dow:[1318,1321]; score:1.000000
 => Iraq:[3208,3212]; score:1.000000
 => Fed:[1705,1708]; score:1.000000
	FN => Brent:[239,244]; score:1.000000
 => Morris:[2896,2902]; score:1.000000
 => Dow Jones:[628,637]; score:1.000000
 => Clinton:[2932,2939]; score:1.000000
 => Republican:[2840,2850]; score:1.000000
 => Nikkei:[3924,3930]; score:1.000000
 => Commerce Department:[1794,1813]; score:1.000000
 => New York Mercantile Exchange:[3243,3271]; score:1.000000
 => Ralph Bloch:[1215,1226]; score:1.000000
 => David Shulman:[1601,1614]; score:1.000000
 => Tokyo:[3899,3904]; score:1.000000
 => Japanese:[610,618]; score:1.000000
 => U.S.:[3616,3620]; score:1.000000
 => LME:[131,134]; score:1.000000
 => Clinton:[2887,2894]; score:1.000000
 => NEW YORK:[41,49]; score:1.000000
	FN => NY Dow:[103,109]; score:1.000000
 => Treasury:[940,948]; score:1.000000
 => Wall Street:[1426,1437]; score:1.000000
 => Democratic:[2866,2876]; score:1.000000
 => New York Cotton Exchange:[3521,3545]; score:1.000000
 => London:[116,122]; score:1.000000
 => Clinton:[2519,2526]; score:1.000000
 => Nikkei:[183,189]; score:1.000000
 => London:[3704,3710]; score:1.000000
 => German:[569,575]; score:1.000000
 => FTSE 100:[3713,3721]; score:1.000000
 => Raymond James:[1255,1268]; score:1.000000
 => New York Stock Exchange:[883,906]; score:1.000000
 => Clinton:[2403,2410]; score:1.000000
 => Dick Morris:[2472,2483]; score:1.000000
 => Wall Street:[2793,2804]; score:1.000000

************************ System Result: ***************************
 => Dow:[1318,1321]; score:1.000000
 => Iraq:[3208,3212]; score:1.000000
 => Fed:[1705,1708]; score:1.000000
 => Morris:[2896,2902]; score:1.000000
 => Dow Jones:[628,637]; score:1.000000
 => Clinton:[2932,2939]; score:1.000000
 => Republican:[2840,2850]; score:1.000000
 => Nikkei:[3924,3930]; score:1.000000
 => Commerce Department:[1794,1813]; score:1.000000
 => New York Mercantile Exchange:[3243,3271]; score:1.000000
 => Ralph Bloch:[1215,1226]; score:1.000000
 => David Shulman:[1601,1614]; score:1.000000
 => Tokyo:[3899,3904]; score:1.000000
 => Japanese:[610,618]; score:1.000000
 => U.S.:[3616,3620]; score:1.000000
 => LME:[131,134]; score:1.000000
 => Clinton:[2887,2894]; score:1.000000
 => NEW YORK:[41,49]; score:1.000000
 => Salomon Bros.:[1616,1629]; score:1.000000
 => Treasury:[940,948]; score:1.000000
 => Wall Street:[1426,1437]; score:1.000000
 => Democratic:[2866,2876]; score:1.000000
 => New York Cotton Exchange:[3521,3545]; score:1.000000
 => London:[116,122]; score:1.000000
 => Clinton:[2519,2526]; score:1.000000
 => Nikkei:[183,189]; score:1.000000
 => London:[3704,3710]; score:1.000000
 => German:[569,575]; score:1.000000
 => FTSE 100:[3713,3721]; score:1.000000
 => Raymond James:[1255,1268]; score:1.000000
 => New York Stock Exchange:[883,906]; score:1.000000
 => Clinton:[2403,2410]; score:1.000000
 => Dick Morris:[2472,2483]; score:1.000000
 => Wall Street:[2793,2804]; score:1.000000
P/R/F:1.0/0.9189189/0.9577465; tpCount:34.0; fpCount:0.0; fnCount:3.0
[957testa BASEBALL]
***************** Gold Standard: ***********************
 => Hyundai:[168,175]; score:1.000000
 => South Korean:[79,91]; score:1.000000
 => LG:[140,142]; score:1.000000
 => Lotte:[178,183]; score:1.000000
 => Haitai:[275,281]; score:1.000000
 => SEOUL:[51,56]; score:1.000000
 => OB:[145,147]; score:1.000000
 => LG:[593,595]; score:1.000000
 => Haitai:[216,222]; score:1.000000
 => Lotte:[568,573]; score:1.000000
 => Hanwha:[225,231]; score:1.000000
	FN => Lotte:[256,261]; score:1.000000
 => Samsung:[195,202]; score:1.000000
 => Hyundai:[519,526]; score:1.000000
 => OB:[611,613]; score:1.000000
 => Hyundai:[266,273]; score:1.000000
 => Ssangbangwool:[466,479]; score:1.000000
 => Samsung:[205,212]; score:1.000000
 => S. KOREAN:[21,30]; score:1.000000
 => Hanwha:[498,504]; score:1.000000
 => Lotte:[150,155]; score:1.000000
 => Haitai:[186,192]; score:1.000000
 => Hyundai:[158,165]; score:1.000000
 => Samsung:[286,293]; score:1.000000
 => Haitai:[446,452]; score:1.000000
 => Samsung:[545,552]; score:1.000000
 => Ssangbangwool:[234,247]; score:1.000000

************************ System Result: ***************************
 => Hyundai:[168,175]; score:1.000000
 => South Korean:[79,91]; score:1.000000
 => LG:[140,142]; score:1.000000
 => Lotte:[178,183]; score:1.000000
 => Haitai:[275,281]; score:1.000000
 => SEOUL:[51,56]; score:1.000000
 => OB:[145,147]; score:1.000000
 => LG:[593,595]; score:1.000000
 => Haitai:[216,222]; score:1.000000
 => Lotte:[568,573]; score:1.000000
 => Hanwha:[225,231]; score:1.000000
 => Samsung:[195,202]; score:1.000000
 => Hyundai:[519,526]; score:1.000000
 => OB:[611,613]; score:1.000000
 => Hyundai:[266,273]; score:1.000000
 => Ssangbangwool:[466,479]; score:1.000000
 => Samsung:[205,212]; score:1.000000
 => S. KOREAN:[21,30]; score:1.000000
 => Hanwha:[498,504]; score:1.000000
 => Lotte:[150,155]; score:1.000000
 => Haitai:[186,192]; score:1.000000
 => Hyundai:[158,165]; score:1.000000
 => Samsung:[286,293]; score:1.000000
 => Haitai:[446,452]; score:1.000000
 => Samsung:[545,552]; score:1.000000
 => Ssangbangwool:[234,247]; score:1.000000
P/R/F:1.0/0.962963/0.9811321; tpCount:26.0; fpCount:0.0; fnCount:1.0
[1092testa TENNIS]
***************** Gold Standard: ***********************
 => Czech Republic:[398,412]; score:1.000000
 => Belarus:[266,273]; score:1.000000
 => National Tennis Centre:[122,144]; score:1.000000
 => Germany:[235,242]; score:1.000000
 => Switzerland:[303,314]; score:1.000000
 => NEW YORK:[47,55]; score:1.000000
 => Austria:[368,375]; score:1.000000
 => Natasha Zvereva:[249,264]; score:1.000000
 => Ecuador:[498,505]; score:1.000000
 => Japan:[337,342]; score:1.000000
 => Petra Langrova:[382,396]; score:1.000000
 => Sweden:[470,476]; score:1.000000
 => Martina Hingis:[287,301]; score:1.000000
 => Judith Wiesner:[352,366]; score:1.000000
 => Steffi Graf:[222,233]; score:1.000000
 => Naoko Kijimuta:[321,335]; score:1.000000
 => U.S. Open Tennis Championships:[84,114]; score:1.000000
 => Pablo Campana:[483,496]; score:1.000000
 => Thomas Enqvist:[454,468]; score:1.000000
 => U.S. OPEN:[36,45]; score:1.000000

************************ System Result: ***************************
 => Czech Republic:[398,412]; score:1.000000
 => Belarus:[266,273]; score:1.000000
 => National Tennis Centre:[122,144]; score:1.000000
 => Germany:[235,242]; score:1.000000
 => Switzerland:[303,314]; score:1.000000
 => NEW YORK:[47,55]; score:1.000000
 => Austria:[368,375]; score:1.000000
 => Natasha Zvereva:[249,264]; score:1.000000
 => Ecuador:[498,505]; score:1.000000
 => Japan:[337,342]; score:1.000000
 => Petra Langrova:[382,396]; score:1.000000
 => Sweden:[470,476]; score:1.000000
 => Martina Hingis:[287,301]; score:1.000000
 => Judith Wiesner:[352,366]; score:1.000000
 => Steffi Graf:[222,233]; score:1.000000
 => Naoko Kijimuta:[321,335]; score:1.000000
 => U.S. Open Tennis Championships:[84,114]; score:1.000000
 => Pablo Campana:[483,496]; score:1.000000
 => Thomas Enqvist:[454,468]; score:1.000000
 => U.S. OPEN:[36,45]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:20.0; fpCount:0.0; fnCount:0.0
[1160testa No]
***************** Gold Standard: ***********************
 => BRUSSELS:[46,54]; score:1.000000
 => Legeard:[469,476]; score:1.000000
 => Liege:[308,313]; score:1.000000
 => Severine Potty:[383,397]; score:1.000000
 => Reuters:[283,290]; score:1.000000
 => Nandrin:[637,644]; score:1.000000
 => Liege:[444,449]; score:1.000000
 => Rachel Legeard:[359,373]; score:1.000000
 => Belgium:[832,839]; score:1.000000
 => Belgian:[66,73]; score:1.000000
 => Liege:[256,261]; score:1.000000
 => Marc Dutroux:[744,756]; score:1.000000
 => Belgium:[37,44]; score:1.000000

************************ System Result: ***************************
 => BRUSSELS:[46,54]; score:1.000000
 => Legeard:[469,476]; score:1.000000
 => Liege:[308,313]; score:1.000000
 => Severine Potty:[383,397]; score:1.000000
 => Reuters:[283,290]; score:1.000000
 => Nandrin:[637,644]; score:1.000000
 => Liege:[444,449]; score:1.000000
 => Rachel Legeard:[359,373]; score:1.000000
 => Belgium:[832,839]; score:1.000000
 => Belgian:[66,73]; score:1.000000
 => Liege:[256,261]; score:1.000000
 => Marc Dutroux:[744,756]; score:1.000000
 => Belgium:[37,44]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:13.0; fpCount:0.0; fnCount:0.0
[1133testa Mexican]
***************** Gold Standard: ***********************
 => Michoacan:[296,305]; score:1.000000
 => EPR:[841,844]; score:1.000000
 => MEXICO CITY:[50,61]; score:1.000000
 => Radio Red:[240,249]; score:1.000000
 => Radio Red:[465,474]; score:1.000000
 => Mexican:[144,151]; score:1.000000
 => Gonzalo Montoya:[410,425]; score:1.000000
	FN => AK-47s:[500,506]; score:1.000000
 => Michoacan:[25,34]; score:1.000000
 => Popular Revolutionary Army:[813,839]; score:1.000000
 => Tacambaro:[285,294]; score:1.000000
 => Mexican:[893,900]; score:1.000000
 => Michoacan:[161,170]; score:1.000000
 => Morelia:[351,358]; score:1.000000
 => Tacambaro:[449,458]; score:1.000000
 => Mexican:[0,7]; score:1.000000
 => Montoya:[579,586]; score:1.000000

************************ System Result: ***************************
 => Michoacan:[296,305]; score:1.000000
 => EPR:[841,844]; score:1.000000
 => MEXICO CITY:[50,61]; score:1.000000
 => Radio Red:[240,249]; score:1.000000
 => Radio Red:[465,474]; score:1.000000
 => Mexican:[144,151]; score:1.000000
 => Gonzalo Montoya:[410,425]; score:1.000000
 => Michoacan:[25,34]; score:1.000000
 => Popular Revolutionary Army:[813,839]; score:1.000000
 => Tacambaro:[285,294]; score:1.000000
 => Mexican:[893,900]; score:1.000000
 => Michoacan:[161,170]; score:1.000000
 => Morelia:[351,358]; score:1.000000
 => Tacambaro:[449,458]; score:1.000000
 => Mexican:[0,7]; score:1.000000
 => Montoya:[579,586]; score:1.000000
P/R/F:1.0/0.9411765/0.969697; tpCount:16.0; fpCount:0.0; fnCount:1.0
[1115testa SOCCER]
***************** Gold Standard: ***********************
 => Romania:[71,78]; score:1.000000
 => ROMANIA:[8,15]; score:1.000000
 => European:[122,130]; score:1.000000
 => Romania:[173,180]; score:1.000000
 => BUCHAREST:[50,59]; score:1.000000
 => Cosmin Contra:[182,195]; score:1.000000
 => Lithuania:[227,236]; score:1.000000
 => LITHUANIA:[21,30]; score:1.000000
 => Mihai Tararache:[204,219]; score:1.000000
 => Lithuania:[103,112]; score:1.000000
 => Danius Gleveckas:[238,254]; score:1.000000

************************ System Result: ***************************
 => Romania:[71,78]; score:1.000000
 => ROMANIA:[8,15]; score:1.000000
 => European:[122,130]; score:1.000000
 => Romania:[173,180]; score:1.000000
 => BUCHAREST:[50,59]; score:1.000000
 => Cosmin Contra:[182,195]; score:1.000000
 => Lithuania:[227,236]; score:1.000000
 => LITHUANIA:[21,30]; score:1.000000
 => Mihai Tararache:[204,219]; score:1.000000
 => Lithuania:[103,112]; score:1.000000
 => Danius Gleveckas:[238,254]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:11.0; fpCount:0.0; fnCount:0.0
[1140testa China]
***************** Gold Standard: ***********************
 => Wang:[420,424]; score:1.000000
 => China:[390,395]; score:1.000000
 => Beijing:[968,975]; score:1.000000
 => Human Rights in China:[151,172]; score:1.000000
 => Tiananmen Square:[978,994]; score:1.000000
 => BEIJING:[45,52]; score:1.000000
 => Wang:[332,336]; score:1.000000
 => Wang:[492,496]; score:1.000000
 => Democracy Wall:[534,548]; score:1.000000
 => New York-based:[121,135]; score:1.000000
 => Wang:[207,211]; score:1.000000
 => Wang Donghai:[31,43]; score:1.000000
 => Wang:[827,831]; score:1.000000
 => Chinese:[64,71]; score:1.000000
 => China:[0,5]; score:1.000000
 => Wang Donghai:[103,115]; score:1.000000

************************ System Result: ***************************
 => Wang:[420,424]; score:1.000000
 => China:[390,395]; score:1.000000
 => Beijing:[968,975]; score:1.000000
 => Tiananmen Square:[978,994]; score:1.000000
 => BEIJING:[45,52]; score:1.000000
 => Wang:[332,336]; score:1.000000
 => Wang:[492,496]; score:1.000000
 => Human Rights:[151,163]; score:1.000000
 => New York-based:[121,135]; score:1.000000
 => Wang:[207,211]; score:1.000000
 => Wang Donghai:[31,43]; score:1.000000
 => Wang:[827,831]; score:1.000000
 => Chinese:[64,71]; score:1.000000
 => China:[0,5]; score:1.000000
 => Wang Donghai:[103,115]; score:1.000000
 => 1979 Democracy Wall:[529,548]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:16.0; fpCount:0.0; fnCount:0.0
[1054testa CRICKET]
***************** Gold Standard: ***********************
 => Edgbaston:[168,177]; score:1.000000
 => Ijaz Ahmed:[282,292]; score:1.000000
 => ENGLAND:[9,16]; score:1.000000
 => N. Knight:[252,261]; score:1.000000
 => Pakistan:[108,116]; score:1.000000
 => Pakistan:[268,276]; score:1.000000
 => England:[76,83]; score:1.000000
 => BIRMINGHAM:[64,74]; score:1.000000
 => England:[222,229]; score:1.000000
 => England:[95,102]; score:1.000000
 => A. Hollioake:[297,309]; score:1.000000
 => PAKISTAN:[22,30]; score:1.000000

************************ System Result: ***************************
 => Edgbaston:[168,177]; score:1.000000
 => Ijaz Ahmed:[282,292]; score:1.000000
 => ENGLAND:[9,16]; score:1.000000
 => N. Knight:[252,261]; score:1.000000
 => Pakistan:[108,116]; score:1.000000
 => Pakistan:[268,276]; score:1.000000
 => England:[76,83]; score:1.000000
 => BIRMINGHAM:[64,74]; score:1.000000
 => England:[222,229]; score:1.000000
 => England:[95,102]; score:1.000000
 => A. Hollioake:[297,309]; score:1.000000
 => PAKISTAN:[22,30]; score:1.000000
P/R/F:1.0/1.0/1.0; tpCount:12.0; fpCount:0.0; fnCount:0.0
[1104testa SOCCER]
***************** Gold Standard: ***********************
 => BRUSSELS:[71,79]; score:1.000000
 => Marc Degryse:[2253,2265]; score:1.000000
 => Pascal Renier:[2096,2109]; score:1.000000
	FN => Enzo Scifo:[2189,2199]; score:1.000000
 => Belgium:[2028,2035]; score:1.000000
 => Belgium:[1645,1652]; score:1.000000
 => Gunther Schepens:[2135,2151]; score:1.000000
 => Abdullah Ercan:[2453,2467]; score:1.000000
 => Marc Degryse:[854,866]; score:1.000000
 => Hakan Sukur:[2549,2560]; score:1.000000
 => Van Moer:[2773,2781]; score:1.000000
 => Arif Erdem:[1816,1826]; score:1.000000
 => Wilfried Van Moer:[2624,2641]; score:1.000000
 => De Wilde:[1496,1504]; score:1.000000
 => Gilles De Bilde:[2304,2319]; score:1.000000
 => Turkey:[2328,2334]; score:1.000000
 => TURKEY:[28,34]; score:1.000000
 => Rustu Recber:[1122,1134]; score:1.000000
 => Saffet Sancakli:[2565,2580]; score:1.000000
 => Belgium:[894,901]; score:1.000000
 => Sergen Yalcin:[2373,2386]; score:1.000000
 => David Elleray:[839,852]; score:1.000000
