[APW19980903_1073.htm]
***************** Gold Standard: ***********************
	FN => Viktor Klima:[664,676]; score:1.000000; title:Viktor Klima; score:1.000000
 => Saddam Hussein:[81,95]; score:1.000000; title:Saddam Hussein; score:1.000000
 => Iraq:[214,218]; score:1.000000; title:Iraq; score:1.000000
 => artillery:[1232,1241]; score:1.000000; title:Artillery; score:1.000000
	FN => patriotic:[1346,1355]; score:1.000000; title:Patriotism; score:1.000000

************************ System Result: ***************************
	FP => today:[846,851]; score:1.000000; title:Today_(NBC_program); score:0.064321
 => allies:[527,533]; score:1.000000; title:Allies; score:0.098531
	FP => Saturday:[103,111]; score:1.000000; title:Saturday; score:0.015439
 => Iran-Iraq war:[312,325]; score:1.000000; title:Iran–Iraq_War; score:0.364326
	FP => Saddam:[3,9]; score:1.000000; title:Saddam_Hussein; score:0.329403
	FP => freeze:[439,445]; score:1.000000; title:Mr._Freeze; score:0.025814
	FP => reap:[25,29]; score:1.000000; title:Reaper; score:0.038714
	FP => United Nations:[907,921]; score:1.000000; title:United_Nations; score:0.166337
	FP => graf:[1402,1406]; score:1.000000; title:Graffiti; score:0.055098
 => Baghdad:[1276,1283]; score:1.000000; title:Baghdad; score:0.187133
	FP => television:[1327,1337]; score:1.000000; title:Television; score:0.094412
	FP => sanctions:[891,900]; score:1.000000; title:Sanctions_(law); score:0.064418
	FP => thought:[700,707]; score:1.000000; title:Thought; score:0.033415
	FP => black suit:[1138,1148]; score:1.000000; title:Venom_(comics); score:0.020691
	FP => taste:[1072,1077]; score:1.000000; title:Wine_tasting; score:0.025378
	FP => Iraq:[585,589]; score:1.000000; title:Iraq; score:0.244279
	FP => harvest:[1015,1022]; score:1.000000; title:Harvest; score:0.074251
	FP => Wednesday:[426,435]; score:1.000000; title:Sheffield_Wednesday_F.C.; score:0.035812
	FP => campaign:[196,204]; score:1.000000; title:Military_campaign; score:0.053487
	FP => speech:[1126,1132]; score:1.000000; title:Speech; score:0.048345
 => U.N.:[464,468]; score:1.000000; title:United_Nations; score:0.166337
	FP => neglect:[828,835]; score:1.000000; title:Neglect; score:0.042314
	FP => Saddam:[389,395]; score:1.000000; title:Saddam_Hussein; score:0.329403
 => Iraq:[214,218]; score:1.000000; title:Iraq; score:0.244279
 => Ayatollah Ruhollah Khomeini:[670,697]; score:1.000000; title:Ruhollah_Khomeini; score:0.185910
	FP => Iraq:[793,797]; score:1.000000; title:Iraq; score:0.244279
	FP => decreed:[1157,1164]; score:1.000000; title:Decree; score:0.064843
	FP => President:[70,79]; score:1.000000; title:President_of_Iraq; score:0.285058
	FP => spoke:[1391,1396]; score:1.000000; title:Spoke; score:0.013037
	FP => failed:[739,745]; score:1.000000; title:Failure; score:0.020734
	FP => day:[1198,1201]; score:1.000000; title:Sandra_Day_O'Connor; score:0.089805
	FP => Iraq:[936,940]; score:1.000000; title:Iraq; score:0.244279
	FP => refer:[404,409]; score:1.000000; title:Reference; score:0.028277
	FP => president:[1102,1111]; score:1.000000; title:President_of_Iraq; score:0.285058
	FP => fact:[841,845]; score:1.000000; title:Fact; score:0.029653
	FP => 7th:[1398,1401]; score:1.000000; title:7_(number); score:0.011464
	FP => arms:[471,475]; score:1.000000; title:Coat_of_arms; score:0.035339
	FP => nation:[240,246]; score:1.000000; title:Nation; score:0.099631
	FP => reap:[138,142]; score:1.000000; title:Reaper; score:0.038714
	FP => sweeping:[881,889]; score:1.000000; title:Curling; score:0.023074
	FP => Addressing:[225,235]; score:1.000000; title:Address_space; score:0.010557
	FP => aggression:[779,789]; score:1.000000; title:Aggression; score:0.062101
	FP => Iraq:[380,384]; score:1.000000; title:Iraq; score:0.244279
	FP => knees:[597,602]; score:1.000000; title:Knee; score:0.025290
	FP => television:[250,260]; score:1.000000; title:Television; score:0.094412
	FP => decision:[417,425]; score:1.000000; title:Decision_making; score:0.029272
	FP => salute:[1244,1250]; score:1.000000; title:Salute; score:0.044689
	FP => pvs:[1407,1410]; score:1.000000; title:Persistent_vegetative_state; score:0.030394
	FP => patriotic songs:[1346,1361]; score:1.000000; title:National_anthem; score:0.077972
	FP => United States:[504,517]; score:1.000000; title:United_States; score:0.093916
	FP => harvest:[158,165]; score:1.000000; title:Harvest; score:0.074251
	FP => U.S.:[15,19]; score:1.000000; title:United_States; score:0.093916
	FP => Iran:[45,49]; score:1.000000; title:Iran; score:0.240225
	FP => mark:[264,268]; score:1.000000; title:Deutsche_Mark; score:0.040890
 => United States:[117,130]; score:1.000000; title:United_States; score:0.093916
	FP => guns:[1258,1262]; score:1.000000; title:Gun; score:0.055233
	FP => Saddam:[329,335]; score:1.000000; title:Saddam_Hussein; score:0.329403
 => Saddam Hussein:[81,95]; score:1.000000; title:Saddam_Hussein; score:0.329403
	FP => anniversary:[273,284]; score:1.000000; title:Anniversary; score:0.036847
	FP => early morning:[1293,1306]; score:1.000000; title:Morning; score:0.028657
	FP => Saturday:[1170,1178]; score:1.000000; title:Saturday; score:0.015439
 => artillery:[1232,1241]; score:1.000000; title:Artillery; score:0.102040
	FP => cooperation:[446,457]; score:1.000000; title:Cooperation; score:0.036978
	FP => Iran:[1218,1222]; score:1.000000; title:Iran; score:0.240225
	FP => thought:[560,567]; score:1.000000; title:Thought; score:0.033415
	FP => war:[727,730]; score:1.000000; title:Six-Day_War; score:0.128694
	FP => Saddam:[855,861]; score:1.000000; title:Saddam_Hussein; score:0.329403
 => embargo:[818,825]; score:1.000000; title:Embargo; score:0.192355
	FP => victory:[1205,1212]; score:1.000000; title:Victory; score:0.032565
	FP => Saddam:[747,753]; score:1.000000; title:Saddam_Hussein; score:0.329403
	FP => Iran:[347,351]; score:1.000000; title:Iran; score:0.240225
	FP => Saddam:[1384,1390]; score:1.000000; title:Saddam_Hussein; score:0.329403
P/R/F:0.1388889/0.71428573/0.23255816; tpCount:10.0; fpCount:62.0; fnCount:4.0
[APW19981022_0630.htm]
***************** Gold Standard: ***********************
 => Interpol:[68,76]; score:1.000000; title:Interpol; score:1.000000
	FN => strategic development plan:[1239,1265]; score:1.000000; title:Strategic planning; score:1.000000
 => organized crime:[574,589]; score:1.000000; title:organized crime; score:1.000000
 => evidence:[1069,1077]; score:1.000000; title:Evidence; score:1.000000
 => money laundering:[930,946]; score:1.000000; title:Money laundering; score:1.000000
 => crime syndicates:[155,171]; score:1.000000; title:Syndicate; score:1.000000
 => strategy:[29,37]; score:1.000000; title:Strategy; score:1.000000
 => terrorism:[819,828]; score:1.000000; title:terrorism; score:1.000000
 => illegal drug trade:[904,922]; score:1.000000; title:illegal drug trade; score:1.000000

************************ System Result: ***************************
	FP => risks:[515,520]; score:1.000000; title:Risk; score:0.057290
	FP => Interpol:[627,635]; score:1.000000; title:Interpol; score:0.110588
	FP => graf:[1397,1401]; score:1.000000; title:Graffiti; score:0.053390
	FP => criminality:[873,884]; score:1.000000; title:Crime; score:0.119199
 => evidence:[1069,1077]; score:1.000000; title:Evidence; score:0.069574
	FP => official:[773,781]; score:1.000000; title:Official; score:0.092038
	FP => Interpol:[477,485]; score:1.000000; title:Interpol; score:0.110588
 => organized crime:[574,589]; score:1.000000; title:Organized_crime; score:0.144014
	FP => modernize:[84,93]; score:1.000000; title:Modernization; score:0.091459
	FP => modernize:[467,476]; score:1.000000; title:Modernization; score:0.091459
	FP => session:[363,370]; score:1.000000; title:Court_of_Session; score:0.030468
 => strategy:[29,37]; score:1.000000; title:Strategy; score:0.081718
	FP => international:[559,572]; score:1.000000; title:International; score:0.105507
	FP => crime:[958,963]; score:1.000000; title:Crime; score:0.119199
	FP => crime:[59,64]; score:1.000000; title:Crime; score:0.119199
	FP => officials:[1048,1057]; score:1.000000; title:Official; score:0.092038
	FP => failure:[456,463]; score:1.000000; title:Failure; score:0.028029
	FP => January:[734,741]; score:1.000000; title:January_1; score:0.027459
 => syndicates:[161,171]; score:1.000000; title:Syndicate; score:0.045967
	FP => opening:[355,362]; score:1.000000; title:Chess_opening; score:0.027312
	FP => fight:[121,126]; score:1.000000; title:Combat; score:0.044117
 => illegal drug trade:[904,922]; score:1.000000; title:Illegal_drug_trade; score:0.100529
 => Interpol:[68,76]; score:1.000000; title:Interpol; score:0.110588
	FP => environment:[262,273]; score:1.000000; title:Environment_(biophysical); score:0.077235
	FP => general assembly:[383,399]; score:1.000000; title:Virginia_General_Assembly; score:0.057485
	FP => Interpol:[317,325]; score:1.000000; title:Interpol; score:0.110588
	FP => prosecution:[1084,1095]; score:1.000000; title:Prosecutor; score:0.072873
	FP => police:[1041,1047]; score:1.000000; title:Police_officer; score:0.102796
	FP => criminal:[253,261]; score:1.000000; title:Crime; score:0.119199
	FP => cooperation:[1144,1155]; score:1.000000; title:Cooperation; score:0.066720
	FP => International Criminal Police Organization:[407,449]; score:1.000000; title:Interpol; score:0.110588
	FP => president:[221,230]; score:1.000000; title:President; score:0.055392
	FP => pace:[305,309]; score:1.000000; title:Parliamentary_Assembly_of_the_Council_of_Europe; score:0.085403
	FP => pvs:[1404,1407]; score:1.000000; title:Persistent_vegetative_state; score:0.015112
	FP => organization:[501,513]; score:1.000000; title:Organization; score:0.127539
	FP => Details:[1385,1392]; score:1.000000; title:Details_(magazine); score:0.027182
	FP => discuss:[810,817]; score:1.000000; title:Debate; score:0.059462
	FP => day:[674,677]; score:1.000000; title:Stockwell_Day; score:0.032081
	FP => officials:[1202,1211]; score:1.000000; title:Official; score:0.092038
	FP => Interpol:[1178,1186]; score:1.000000; title:Interpol; score:0.110588
	FP => police:[1195,1201]; score:1.000000; title:Police_officer; score:0.102796
 => money laundering:[930,946]; score:1.000000; title:Money_laundering; score:0.087124
	FP => assembly:[791,799]; score:1.000000; title:National_Assembly; score:0.076850
	FP => expected:[1216,1224]; score:1.000000; title:Expected_value; score:0.030891
	FP => called:[841,847]; score:1.000000; title:Fifty_State_Initiative; score:0.020670
	FP => strategic:[1239,1248]; score:1.000000; title:Strategy; score:0.081718
	FP => organization:[206,218]; score:1.000000; title:Organization; score:0.127539
 => terrorism:[819,828]; score:1.000000; title:Terrorism; score:0.103363
	FP => assembly:[678,686]; score:1.000000; title:National_Assembly; score:0.076850
	FP => discuss:[1228,1235]; score:1.000000; title:Debate; score:0.059462
	FP => discussed:[653,662]; score:1.000000; title:Debate; score:0.059462
	FP => Interpol:[1283,1291]; score:1.000000; title:Interpol; score:0.110588
	FP => Interpol:[3,11]; score:1.000000; title:Interpol; score:0.110588
	FP => Thursday:[236,244]; score:1.000000; title:Thursday_Next; score:0.021994
	FP => police:[199,205]; score:1.000000; title:Police_officer; score:0.102796
	FP => strategy:[636,644]; score:1.000000; title:Strategy; score:0.081718
	FP => group:[1340,1345]; score:1.000000; title:Social_group; score:0.044532
	FP => century:[186,193]; score:1.000000; title:Century; score:0.035605
P/R/F:0.13793103/0.8888889/0.23880596; tpCount:8.0; fpCount:50.0; fnCount:1.0
[APW19990526_0131.htm]
***************** Gold Standard: ***********************
	FN => Alaska:[51,57]; score:1.000000; title:Alaska; score:1.000000
 => seismic:[1273,1280]; score:1.000000; title:Seismology; score:1.000000
	FN => ANCHORAGE:[37,46]; score:1.000000; title:Anchorage, Alaska; score:1.000000
	FN => Audelio Luis Cortes:[1215,1234]; score:1.000000; title:List of fatal bear attacks in North America by decade; score:1.000000
 => rifle:[876,881]; score:1.000000; title:Rifle; score:1.000000
	FN => Alaska State Troopers:[142,163]; score:1.000000; title:Alaska State Troopers; score:1.000000
 => oil field:[1313,1322]; score:1.000000; title:Oil field; score:1.000000
 => Bear:[27,31]; score:1.000000; title:Bear; score:1.000000
	FN => Soldotna:[340,348]; score:1.000000; title:Soldotna, Alaska; score:1.000000
	FN => Kenai National Wildlife Refuge:[285,315]; score:1.000000; title:Kenai National Wildlife Refuge; score:1.000000
 => Kenai:[1331,1336]; score:1.000000; title:Kenai, Alaska; score:1.000000
	FN => Swanson River:[1296,1309]; score:1.000000; title:Swanson River; score:1.000000

************************ System Result: ***************************
	FP => wooded:[265,271]; score:1.000000; title:Woodland; score:0.077971
	FP => spokesman:[605,614]; score:1.000000; title:Spokesperson; score:0.018755
	FP => bear:[764,768]; score:1.000000; title:Bear; score:0.150922
	FP => shots:[1105,1110]; score:1.000000; title:Aldershot_Town_F.C.; score:0.007652
	FP => died:[1351,1355]; score:1.000000; title:Death; score:0.071982
	FP => bear:[122,126]; score:1.000000; title:Bear; score:0.150922
	FP => caliber:[867,874]; score:1.000000; title:Caliber; score:0.065737
	FP => body:[932,936]; score:1.000000; title:Body; score:0.029382
	FP => Wednesday:[171,180]; score:1.000000; title:Sheffield_Wednesday_F.C.; score:0.020631
	FP => Bruce:[588,593]; score:1.000000; title:Robert_the_Bruce; score:0.043829
 => Kenai:[1331,1336]; score:1.000000; title:Kenai,_Alaska; score:0.177954
	FP => single:[1363,1369]; score:1.000000; title:Single_(music); score:0.071200
	FP => miles:[432,437]; score:1.000000; title:Mile; score:0.084794
	FP => don:[1028,1031]; score:1.000000; title:Don_River_(Russia); score:0.022117
	FP => bear:[1166,1170]; score:1.000000; title:Bear; score:0.150922
	FP => Kenneth:[188,195]; score:1.000000; title:Dawn_of_the_Dead_(2004_film); score:0.041827
	FP => Cates:[196,201]; score:1.000000; title:Phoebe_Cates; score:0.015507
	FP => head:[135,139]; score:1.000000; title:Head; score:0.075103
	FP => Wednesday:[217,226]; score:1.000000; title:Sheffield_Wednesday_F.C.; score:0.020631
	FP => working:[1259,1266]; score:1.000000; title:Working_(musical); score:0.013013
	FP => Feb.:[1195,1199]; score:1.000000; title:February; score:0.023073
 => oil field:[1313,1322]; score:1.000000; title:Oil_field; score:0.045341
 => Bear:[27,31]; score:1.000000; title:Bear; score:0.150922
	FP => southwest:[438,447]; score:1.000000; title:Southwestern_United_States; score:0.069455
	FP => Killed:[16,22]; score:1.000000; title:Murder; score:0.078216
	FP => Anchorage:[451,460]; score:1.000000; title:Anchorage,_Alaska; score:0.175105
	FP => wildlife:[688,696]; score:1.000000; title:Wildlife; score:0.190869
	FP => Cates:[855,860]; score:1.000000; title:Phoebe_Cates; score:0.015507
	FP => Cates:[983,988]; score:1.000000; title:Phoebe_Cates; score:0.015507
	FP => area:[272,276]; score:1.000000; title:Area; score:0.033663
	FP => humans:[810,816]; score:1.000000; title:Human; score:0.067803
	FP => busy:[400,404]; score:1.000000; title:Busy_Philipps; score:0.021227
	FP => (AP):[60,64]; score:1.000000; title:Associated_Press; score:0.064947
	FP => morning:[227,234]; score:1.000000; title:Morning; score:0.018877
	FP => thought:[489,496]; score:1.000000; title:Thought; score:0.012025
